ID;Name;Birthday;Films
2647;Theresa Park;1970-01-01;[[228205, Producer]]
2648;Heidi Jo Markel;1970-01-01;[[77875, Producer], [10425, Producer], [44945, Producer]]
2649;Anant Singh;1970-01-01;[[192136, Producer]]
2650;Dede Allen;1970-01-01;[[18254, Executive Producer]]
2651;Simon Relph;1970-01-01;[[18254, Executive Producer]]
2652;Andrew Scheinman;1970-01-01;[[881, Producer], [235, Producer], [2493, Producer], [639, Producer]]
2653;William S. Gilmore;1970-01-01;[[881, Executive Producer]]
2654;Dan Cracchiolo;1970-01-01;[[10877, Producer], [11377, Executive Producer], [9378, Executive Producer]]
2655;Ben Stassen;1970-01-01;[[49953, Producer], [202575, Producer]]
2656;Eric Dillens;1970-01-01;[[202575, Executive Producer]]
2657;Jon M. Chu;1970-01-01;[[85446, Executive Producer]]
2658;John H. Starke;1970-01-01;[[6023, Executive Producer], [9762, Executive Producer], [7220, Executive Producer]]
2659;Mike Jefferies;1970-01-01;[[9763, Producer]]
2660;Matt Barrelle;1970-01-01;[[9763, Producer]]
2661;Peter Hargitay;1970-01-01;[[9763, Executive Producer]]
2662;Joseph Zolfo;1970-01-01;[[72387, Producer]]
2663;John R. Woodward;1970-01-01;[[72387, Producer]]
2664;Howard G. Kazanjian;1970-01-01;[[85, Executive Producer], [1892, Producer], [1891, Producer]]
2665;Benedict Carver;1970-01-01;[[13460, Producer], [7515, Executive Producer]]
2666;Carole Sheridan;1970-01-01;[[13460, Executive Producer]]
2667;Donna Gigliotti;1970-01-01;[[41402, Producer], [1934, Producer], [82693, Producer], [8055, Producer], [10362, Producer], [11632, Producer]]
2668;David Wain;1969-08-01;[[180296, Executive Producer], [50647, Producer]]
2669;Shauna Robertson;1974-12-18;[[8699, Executive Producer], [10719, Producer], [9870, Producer], [4964, Producer], [10189, Producer], [8363, Producer]]
2670;Casey Grant;1970-01-01;[[11888, Producer]]
2671;Jack Black;1969-08-28;[[9353, Producer]]
2672;Steve Nicolaides;1970-01-01;[[650, Producer], [9353, Executive Producer], [8291, Producer], [1584, Executive Producer], [639, Producer]]
2673;Mike White;1970-06-28;[[9353, Producer]]
2674;Jay Baruchel;1982-04-09;[[109414, Executive Producer]]
2675;Jason Stone;1970-01-01;[[109414, Executive Producer]]
2676;Stan Robertson;1970-01-01;[[11978, Executive Producer]]
2677;Morris Chestnut;1969-01-01;[[22907, Executive Producer]]
2678;Gabriel Casseus;1972-04-28;[[22907, Executive Producer]]
2679;Chris Brown;1989-05-05;[[251471, Producer], [19901, Producer], [373314, Executive Producer], [22907, Executive Producer], [16608, Producer], [127560, Producer], [26466, Producer]]
2680;Harry J. Ufland;1970-01-01;[[10691, Producer], [87567, Producer], [11051, Executive Producer]]
2681;Richard Salvatore;1970-01-01;[[332411, Executive Producer], [87567, Producer]]
2682;Clay Pecorin;1970-01-01;[[87567, Producer]]
2683;Fabrice Gianfermi;1970-01-01;[[59861, Executive Producer], [45612, Executive Producer]]
2684;Jordan Wynn;1970-01-01;[[45612, Producer]]
2685;Francis Boespflug;1970-01-01;[[157841, Executive Producer]]
2686;John Milius;1944-04-11;[[11519, Executive Producer]]
2687;Josh Braun;1970-01-01;[[59, Executive Producer], [25983, Producer]]
2688;Roger Kass;1970-01-01;[[59, Executive Producer], [18191, Producer], [25983, Producer]]
2689;Terry Miller;1970-01-01;[[9335, Executive Producer]]
2690;Robert Tapert;1955-05-14;[[4513, Producer], [766, Producer], [16871, Producer], [109428, Producer], [765, Producer], [764, Producer], [764, Executive Producer], [1970, Producer], [1975, Producer], [12106, Executive Producer]]
2691;Allen Shapiro;1970-01-01;[[12106, Producer]]
2692;Marc Turtletaub;1970-01-01;[[19255, Producer], [11141, Producer], [773, Producer], [59968, Producer], [84332, Producer], [13075, Producer], [13090, Producer]]
2693;David Bergstein;1970-01-01;[[11141, Producer], [12183, Executive Producer], [2122, Executive Producer]]
2694;Guy Stodel;1970-01-01;[[4953, Executive Producer], [11141, Executive Producer], [10781, Executive Producer]]
2695;Bruce S. Pustin;1970-01-01;[[9737, Executive Producer], [8649, Executive Producer]]
2696;Shim Hyung-Rae;1970-01-01;[[10253, Executive Producer]]
2697;James B. Kang;1970-01-01;[[10253, Producer]]
2698;Jeff Rothberg;1970-01-01;[[3587, Producer]]
2699;Jake Weiner;1970-01-01;[[302156, Executive Producer], [124459, Producer]]
2700;Tyler Mitchell;1970-01-01;[[186, Producer], [124459, Producer]]
2701;Tim Robbins;1958-10-16;[[32274, Producer], [687, Producer]]
2702;Allan F. Nicholls;1970-01-01;[[32274, Executive Producer]]
2703;Lydia Dean Pilcher;1970-01-01;[[32274, Producer], [16727, Producer], [63020, Producer], [11632, Producer]]
2704;Louise Krakower;1970-01-01;[[32274, Executive Producer]]
2705;Frank Beacham;1970-01-01;[[32274, Executive Producer]]
2706;Todd Moyer;1970-01-01;[[5494, Producer]]
2707;John Ashley;1970-01-01;[[28, Producer]]
2708;Eddie Romero;1970-01-01;[[28, Producer]]
2709;Mona Skager;1970-01-01;[[28, Producer], [592, Producer], [240, Producer]]
2710;Patrick Sheane Duncan;1970-01-01;[[2054, Executive Producer]]
2711;Michael Nolin;1970-01-01;[[2054, Producer]]
2712;Jason Bloom;1970-01-01;[[302156, Executive Producer], [334074, Executive Producer]]
2713;Lati Grobman;1970-01-01;[[302156, Producer], [76617, Executive Producer]]
2714;Christa Campbell;1970-01-01;[[302156, Producer], [76617, Executive Producer]]
2715;Miguel Men?ndez de Zubillaga;1970-01-01;[[302156, Producer]]
2716;Christine Otal;1970-01-01;[[302156, Executive Producer]]
2717;William P. Cartlidge;1970-01-01;[[698, Producer], [691, Producer]]
2718;Jeremy Dawson;1970-01-01;[[83666, Producer], [120467, Producer]]
2719;Steven M. Rales;1970-01-01;[[83666, Producer], [88005, Producer], [86825, Executive Producer], [120467, Producer], [57157, Executive Producer]]
2720;Christoph Fisser;1970-01-01;[[8883, Producer], [21208, Producer], [120467, Executive Producer]]
2721;Molly Cooper;1970-01-01;[[120467, Executive Producer]]
2722;Kerry Heysen;1970-01-01;[[11313, Producer], [3638, Producer]]
2723;Janis Rothbard Chaskin;1970-01-01;[[10559, Executive Producer]]
2724;Martin Richards;1932-03-11;[[1574, Producer]]
2725;Ed Catmull;1970-01-01;[[862, Executive Producer]]
2726;Ralph Guggenheim;1970-01-01;[[862, Producer]]
2727;Steve Jobs;1955-02-24;[[862, Executive Producer]]
2728;Larry DeWaay;1970-01-01;[[1669, Executive Producer], [10269, Executive Producer]]
2729;Jerry Sherlock;1970-01-01;[[1669, Executive Producer]]
2730;Lee Daniels;1959-12-24;[[1365, Producer], [132363, Producer]]
2731;Cassian Elwes;1970-01-01;[[152747, Executive Producer], [46705, Executive Producer], [298584, Executive Producer], [152532, Executive Producer], [50839, Executive Producer], [132363, Producer], [265208, Executive Producer]]
2732;Buddy Patrick;1970-01-01;[[276907, Executive Producer], [132363, Producer]]
2733;Rhoades Rader;1970-01-01;[[9472, Executive Producer]]
2734;Graham Place;1970-01-01;[[2907, Executive Producer]]
2735;Bob Israel;1970-01-01;[[9273, Producer]]
2736;Andrew G. La Marca;1970-01-01;[[9273, Producer]]
2737;Phyllis Carlyle;1970-01-01;[[807, Producer]]
2738;Elliot Ferwerda;1970-01-01;[[17654, Executive Producer]]
2739;Mark Brooke;1970-01-01;[[17654, Executive Producer]]
2740;Albie Hecht;1970-01-01;[[17710, Producer], [12589, Producer], [11836, Producer]]
2741;Derek Drymon;1970-01-01;[[11836, Producer]]
2742;Gina Shay;1970-01-01;[[11836, Producer]]
2743;Paul Haggis;1953-03-10;[[1640, Producer], [6973, Producer], [1251, Producer], [70, Producer], [43539, Producer]]
2744;Becki Cross Trujillo;1970-01-01;[[17134, Executive Producer], [6557, Executive Producer], [134411, Executive Producer], [10069, Executive Producer]]
2745;Michael Mayer;1970-01-01;[[6557, Executive Producer]]
2746;Erin Stam;1970-01-01;[[6557, Executive Producer], [10069, Producer]]
2747;Billy Ray Cyrus;1961-08-25;[[18126, Producer]]
2748;Cis Corman;1970-01-01;[[10333, Executive Producer]]
2749;James T. Roe III;1970-01-01;[[10333, Executive Producer]]
2750;William D. Wittliff;1970-01-01;[[4476, Producer]]
2751;Ted Griffin;1970-12-21;[[51588, Producer], [22947, Executive Producer]]
2752;Jason Reitman;1977-10-19;[[28211, Executive Producer], [19994, Producer], [130150, Producer], [22947, Producer], [244786, Executive Producer], [57157, Producer]]
2753;Daniel Dubiecki;1970-01-01;[[28211, Executive Producer], [19994, Producer], [7326, Executive Producer], [22947, Producer]]
2754;Michael Beugg;1970-01-01;[[9988, Executive Producer], [200505, Executive Producer], [773, Executive Producer], [334531, Executive Producer], [9388, Executive Producer], [13919, Executive Producer], [22947, Executive Producer]]
2755;Michael Besman;1970-01-01;[[2755, Producer]]
2756;Harry Gittes;1970-01-01;[[2755, Producer], [10591, Producer]]
2757;Laurie Webb;1970-01-01;[[82654, Producer]]
2758;Bruna Papanadrea;1970-01-01;[[82654, Producer]]
2759;Cori Shepherd Stern;1970-01-01;[[82654, Producer]]
2760;Joseph Gordon-Levitt;1981-02-17;[[59967, Executive Producer]]
2761;James D. Stern;1970-01-01;[[16899, Producer], [11282, Executive Producer], [204082, Executive Producer], [3902, Producer], [59967, Producer], [238615, Producer], [10069, Producer], [21755, Producer], [70436, Executive Producer]]
2762;Ram Bergman;1970-01-01;[[138697, Producer], [59967, Producer], [238615, Producer], [21755, Producer]]
2763;Douglas Hansen;1970-01-01;[[204082, Executive Producer], [59967, Executive Producer], [109421, Executive Producer], [10069, Executive Producer], [21755, Executive Producer]]
2764;Kelli Konop;1970-01-01;[[82696, Producer], [7326, Producer], [12182, Producer]]
2765;Chris Coggins;1970-01-01;[[82696, Producer]]
2766;Lance Johnson;1970-01-01;[[82696, Producer]]
2767;Jill Sobel Messick;1970-01-01;[[8780, Executive Producer], [10571, Executive Producer], [10050, Executive Producer], [10074, Executive Producer], [10625, Executive Producer]]
2768;Stephen Tenenbaum;1970-01-01;[[10739, Executive Producer], [160588, Producer], [116, Producer], [59436, Producer], [512, Executive Producer], [2779, Executive Producer], [5038, Producer], [19265, Producer], [38031, Producer]]
2769;Jaume Roures;1970-01-01;[[59436, Producer], [54580, Producer], [5038, Executive Producer], [38031, Producer]]
2770;Javier M?ndez;1970-01-01;[[72113, Executive Producer], [59436, Executive Producer]]
2771;Denis Leary;1957-08-18;[[4133, Producer]]
2772;Ted Demme;1970-01-01;[[4133, Producer], [10220, Producer]]
2773;Joel Stillerman;1970-01-01;[[4133, Producer], [10220, Producer]]
2774;Toms Krejc;1970-01-01;[[4133, Producer]]
2775;Harve Bennett;1970-01-01;[[157, Producer], [168, Producer], [172, Producer]]
2776;Peter Heller;1970-01-01;[[21972, Producer]]
2777;Teresa Caldwell;1970-01-01;[[21972, Producer]]
2778;Jermaine Dupri;1972-09-23;[[21972, Producer]]
2779;Michael Mauldin;1970-01-01;[[21972, Producer]]
2780;Adam Silver;1962-04-25;[[21972, Executive Producer]]
2781;Gregg Winik;1970-01-01;[[21972, Executive Producer]]
2782;Jim Abrahams;1970-01-01;[[813, Executive Producer], [37137, Producer], [36593, Executive Producer]]
2783;Robert LoCash;1970-01-01;[[36593, Producer]]
2784;William C. Gerrity;1970-01-01;[[36593, Producer]]
2785;Lisa Zupan;1970-01-01;[[6023, Executive Producer]]
2786;James Hollond;1970-01-01;[[6023, Executive Producer]]
2787;Donald A. Starr;1970-01-01;[[6023, Executive Producer], [9729, Executive Producer]]
2788;Daniel J.B. Taylor;1970-01-01;[[6023, Executive Producer], [9729, Executive Producer]]
2789;Ellen Barkin;1954-04-16;[[37056, Producer]]
2790;Caroline Kaplan;1970-01-01;[[226, Executive Producer], [37056, Producer], [1382, Executive Producer], [480, Executive Producer], [62677, Executive Producer], [39141, Executive Producer]]
2791;Eric Feig;1970-01-01;[[37056, Producer]]
2792;Craig Bolotin;1970-01-01;[[4105, Executive Producer]]
2793;Julie Kirkham;1970-01-01;[[4105, Executive Producer]]
2794;Sherry Lansing;1944-07-31;[[4105, Producer], [10998, Producer]]
2795;Joe Ranft;1960-03-13;[[3933, Executive Producer]]
2796;Jeffrey Auerbach;1970-01-01;[[3933, Executive Producer]]
2797;Andy Given;1970-01-01;[[9918, Executive Producer], [2662, Executive Producer]]
2798;Thad Luckinbill;1975-04-24;[[273481, Producer]]
2799;Stacy Perskie;1970-01-01;[[273481, Executive Producer]]
2800;Trent Luckinbill;1970-01-01;[[273481, Producer]]
2801;David Ranes;1970-01-01;[[307081, Executive Producer]]
2802;Kurt Sutter;1964-05-05;[[307081, Executive Producer]]
2803;Peter Riche;1970-01-01;[[307081, Producer]]
2804;Gary Cheng;1970-01-01;[[307081, Executive Producer]]
2805;Jonathan Garrison;1970-01-01;[[307081, Executive Producer]]
2806;David L. Schiff;1970-01-01;[[307081, Executive Producer]]
2807;Fang Zhao;1970-01-01;[[307081, Executive Producer]]
2808;Kathy Jones;1970-01-01;[[9266, Executive Producer]]
2809;Buffy Shutt;1970-01-01;[[9266, Executive Producer]]
2810;Sam Raimi;1959-10-23;[[4513, Producer], [8968, Producer], [109428, Producer], [764, Executive Producer], [1970, Producer], [77883, Executive Producer], [8831, Producer]]
2811;Aubrey Henderson;1970-01-01;[[4513, Executive Producer]]
2812;Joss Whedon;1964-06-23;[[22970, Producer]]
2813;Jason Friedberg;1971-10-13;[[10073, Producer], [13805, Producer], [7278, Producer], [40264, Producer]]
2814;Aaron Seltzer;1974-01-12;[[13805, Producer], [7278, Producer], [40264, Producer]]
2815;George Linder;1970-01-01;[[865, Producer]]
2816;Marty Adelstein;1970-01-01;[[50456, Producer]]
2817;Scott Nemes;1970-01-01;[[50456, Producer]]
2818;J. Miles Dale;1970-01-01;[[133805, Executive Producer], [25643, Executive Producer], [132232, Producer], [23963, Executive Producer]]
2819;Ray Liotta;1954-12-18;[[11022, Producer], [12763, Executive Producer]]
2820;Diane Nabatoff;1970-01-01;[[11022, Producer], [12763, Producer], [10029, Producer]]
2821;Mark Kaufman;1970-01-01;[[10024, Executive Producer], [12763, Executive Producer]]
2822;Michelle Grace;1970-01-01;[[11022, Producer], [12763, Producer]]
2823;Mathew Hart;1970-01-01;[[12763, Executive Producer]]
2824;Shane Stanley;1970-01-01;[[9766, Executive Producer]]
2825;Lee Stanley;1970-01-01;[[9766, Producer]]
2826;Dana Ginsburg;1970-01-01;[[12244, Producer]]
2827;Mary Clayton;1970-01-01;[[12244, Producer]]
2828;Marci Levine;1970-01-01;[[12244, Producer]]
2829;Scott Z. Burns;1970-01-01;[[1781, Producer], [109421, Producer]]
2830;Mark Amin;1970-01-01;[[45153, Executive Producer], [253626, Producer], [11137, Producer]]
2831;Robin Schorr;1970-01-01;[[11137, Executive Producer]]
2832;Cami Winikoff;1970-01-01;[[11137, Executive Producer]]
2833;Troy Miller;1970-01-01;[[10152, Producer]]
2834;Mick Jagger;1943-07-26;[[239566, Producer]]
2835;Jez Butterworth;1970-01-01;[[239566, Executive Producer]]
2836;Peter Afterman;1970-01-01;[[239566, Executive Producer]]
2837;Victoria Pearman;1970-01-01;[[239566, Producer], [7944, Producer]]
2838;Tate Taylor;1970-01-01;[[239566, Producer], [50014, Executive Producer]]
2839;Trish Hofmann;1970-01-01;[[8669, Executive Producer], [44040, Executive Producer], [239566, Executive Producer], [11400, Executive Producer]]
2840;John-Henry Butterworth;1970-01-01;[[239566, Executive Producer]]
2841;John Norris;1970-01-01;[[239566, Executive Producer], [50014, Executive Producer]]
2842;Andrew Wight;1970-01-01;[[48340, Producer]]
2843;Michael Finley;1973-03-06;[[48340, Producer]]
2844;Maggie Wilde;1970-01-01;[[16232, Producer]]
2845;Olivier Delbosc;1970-01-01;[[34647, Producer], [302, Producer], [43539, Producer]]
2846;Marc Missonnier;1970-01-01;[[34647, Producer], [302, Producer], [43539, Producer]]
2847;Agns Mentre;1970-01-01;[[92182, Producer], [47088, Executive Producer], [43539, Executive Producer], [10362, Executive Producer]]
2848;Eug?nie Grandval;1970-01-01;[[43539, Producer]]
2849;Tony Mark;1970-01-01;[[12162, Executive Producer], [9920, Executive Producer]]
2850;Sue Jett;1970-01-01;[[9920, Executive Producer]]
2851;T.C. Wang;1970-01-01;[[9920, Executive Producer]]
2852;Charles Wang;1970-01-01;[[9920, Executive Producer]]
2853;Pascal Caucheteux;1970-01-01;[[8978, Producer], [46332, Producer]]
2854;Joseph Kaufmann;1970-01-01;[[8978, Executive Producer]]
2855;Sebastien Lemercier;1970-01-01;[[8978, Executive Producer], [158015, Producer], [238636, Producer], [316727, Producer]]
2856;Peter Winther;1970-01-01;[[8869, Executive Producer]]
2857;Gary Scott Thompson;1970-01-01;[[3489, Producer]]
2858;Michael P. Flannigan;1970-01-01;[[3489, Producer]]
2859;Nana Greenwald;1970-01-01;[[9701, Executive Producer]]
2860;Helen Buck Bartlett;1970-01-01;[[9701, Executive Producer]]
2861;Allan Kaufman;1970-01-01;[[2069, Producer], [2122, Producer]]
2862;Joseph Nasser;1970-01-01;[[2122, Executive Producer]]
2863;Steven Hoban;1970-01-01;[[10981, Producer], [37707, Producer]]
2864;Franck Chorot;1970-01-01;[[37707, Producer]]
2865;Gloria Katz;1970-01-01;[[10658, Producer]]
2866;Greg O'Connor;1970-01-01;[[13150, Producer], [59440, Producer]]
2867;Robert Hopes;1970-01-01;[[13150, Producer]]
2868;Josh Fagin;1970-01-01;[[13150, Producer], [59440, Producer]]
2869;Michael Steinberg;1970-01-01;[[9042, Producer], [544, Producer]]
2870;Andre Lamal;1970-01-01;[[9954, Executive Producer], [8643, Executive Producer], [11208, Producer]]
2871;Harley Tannenbaum;1970-01-01;[[11208, Executive Producer]]
2872;Gilles Mimouni;1970-01-01;[[11208, Executive Producer]]
2873;Georges Benayoun;1970-01-01;[[11208, Executive Producer]]
2874;Lloyd Ivan Miller;1970-01-01;[[58151, Executive Producer]]
2875;Michael J. Gaeta;1970-01-01;[[58151, Executive Producer]]
2876;Rolf Mittweg;1970-01-01;[[11400, Executive Producer]]
2877;Donna Burkons;1970-01-01;[[10350, Producer]]
2878;Joseph Newton Cohen;1970-01-01;[[10350, Producer]]
2879;Charles Burke;1970-01-01;[[28902, Producer]]
2880;Stephen Chow;1962-06-22;[[13688, Producer], [14164, Producer], [9470, Producer]]
2881;Cathy Schulman;1970-01-01;[[1640, Producer], [11058, Producer], [51995, Producer], [1491, Producer], [1546, Executive Producer]]
2882;Mark Cuban;1958-07-31;[[11058, Executive Producer], [3291, Executive Producer], [11600, Executive Producer], [9667, Executive Producer], [10362, Executive Producer], [2001, Executive Producer], [8944, Producer]]
2883;Todd Wagner;1960-08-02;[[97614, Producer], [11058, Executive Producer], [3291, Executive Producer], [11600, Executive Producer], [9667, Executive Producer], [79940, Producer], [10362, Executive Producer], [2001, Executive Producer], [8944, Producer]]
2884;Sean O'Keefe;1970-01-01;[[11058, Producer]]
2885;Kelliann Ladd;1970-01-01;[[1947, Producer]]
2886;Mark Musselman;1970-01-01;[[46829, Executive Producer]]
2887;Julia Chasman;1970-01-01;[[1429, Producer], [9989, Executive Producer], [11404, Producer], [10876, Producer]]
2888;Freddie Fields;1970-01-01;[[9665, Producer]]
2889;Claudio Mancini;1970-01-01;[[311, Executive Producer]]
2890;J.H. Wyman;1970-01-01;[[102362, Producer]]
2891;Michael Luisi;1970-01-01;[[102362, Executive Producer], [158011, Producer]]
2892;Michael Cowan;1970-01-01;[[11162, Producer]]
2893;Jason Piette;1970-01-01;[[11162, Producer]]
2894;Alex Marshall;1970-01-01;[[11162, Executive Producer]]
2895;Michael Hammer;1970-01-01;[[11162, Executive Producer]]
2896;Barry Navidi;1970-01-01;[[11162, Producer]]
2897;James Simpson;1970-01-01;[[11162, Executive Producer]]
2898;Manfred Wilde;1970-01-01;[[11162, Executive Producer]]
2899;Seaton McLean;1970-01-01;[[15394, Producer], [25248, Producer], [1613, Producer], [6016, Producer]]
2900;Richard Gabai;1970-01-01;[[17186, Producer]]
2901;Steve Boyum;1970-01-01;[[17186, Executive Producer]]
2902;Jonathan Bogner;1970-01-01;[[17186, Executive Producer]]
2903;David Borg;1970-01-01;[[17186, Executive Producer]]
2904;J. Todd Harris;1970-01-01;[[17709, Producer], [17186, Producer]]
2905;Ren?e Zellweger;1969-04-25;[[13967, Executive Producer]]
2906;Corey Sienega;1970-01-01;[[11932, Executive Producer], [12149, Producer], [5126, Producer], [13967, Producer], [11249, Producer]]
2907;Dong-ju Kim;1970-01-01;[[670, Executive Producer], [2008, Producer]]
2908;Ernst Etchie Stroh;1970-01-01;[[270938, Producer], [2008, Producer]]
2909;Buting Yang;1970-01-01;[[2008, Executive Producer]]
2910;Hong Chen;1970-01-01;[[2008, Producer]]
2911;Jules Daly;1970-01-01;[[4512, Producer], [75174, Producer]]
2912;Brian Pitt;1970-01-01;[[265208, Executive Producer]]
2913;Robert Earl;1956-01-11;[[265208, Executive Producer]]
2914;Marc Forster;1969-11-30;[[45610, Producer]]
2915;Kyle Dean Jackson;1970-01-01;[[45610, Executive Producer]]
2916;Myles Nestel;1970-01-01;[[23631, Executive Producer], [45610, Executive Producer]]
2917;Michael Corso;1970-01-01;[[226458, Producer], [45610, Executive Producer], [50839, Executive Producer]]
2918;Craig Chapman;1970-01-01;[[45610, Producer]]
2919;Deborah Giarratana;1970-01-01;[[45610, Producer]]
2920;Gary Safady;1970-01-01;[[45610, Producer]]
2921;Bill O'Kane;1970-01-01;[[45610, Executive Producer]]
2922;Douglas Saylor Jr.;1970-01-01;[[45610, Producer], [75174, Producer]]
2923;Jillian Kugler;1970-01-01;[[45610, Producer]]
2924;Andro Steinborn;1970-01-01;[[8461, Producer], [227975, Executive Producer], [1874, Producer], [1544, Producer]]
2925;Ilann Girard;1970-01-01;[[1874, Producer]]
2926;Jean-Luc Van Damme;1970-01-01;[[1874, Producer]]
2927;David Wicht;1970-01-01;[[1874, Producer]]
2928;Jeremy Burdek;1970-01-01;[[215211, Producer]]
2929;Arash Amel;1970-01-01;[[215211, Producer]]
2930;Conrad Vernon;1970-01-01;[[223702, Producer]]
2931;David Distenfeld;1970-01-01;[[223702, Executive Producer]]
2932;Elizabeth Banks;1974-02-10;[[114150, Producer], [254470, Producer]]
2933;Jason Moore;1970-01-01;[[254470, Executive Producer]]
2934;James Keach;1947-12-07;[[69, Producer]]
2935;John Carter Cash;1970-03-03;[[69, Executive Producer]]
2936;Alan C. Blomquist;1970-01-01;[[392, Executive Producer], [69, Executive Producer]]
2937;Edward Norton;1969-08-18;[[7870, Producer], [4967, Producer], [14202, Producer]]
2938;Stuart Blumberg;1970-01-01;[[4967, Producer]]
2939;Rachel Talalay;1970-01-01;[[10131, Producer], [9449, Producer]]
2940;Matthew Byam-Shaw;1970-01-01;[[11499, Executive Producer]]
2941;Rand Ravich;1970-01-01;[[4912, Executive Producer]]
2942;Stephen Evans;1970-01-01;[[4912, Executive Producer], [10705, Executive Producer], [11971, Producer]]
2943;Melissa McCarthy;1970-08-26;[[226486, Producer], [323676, Executive Producer]]
2944;Ben Falcone;1973-08-25;[[226486, Executive Producer], [323676, Executive Producer]]
2945;Richard Attenborough;1923-08-29;[[12506, Producer], [783, Producer], [10445, Producer]]
2946;Jon Hutman;1970-01-01;[[24071, Producer]]
2947;Stephen P. Dunn;1970-01-01;[[24071, Producer]]
2948;Timothy J. Nicholas;1970-01-01;[[9667, Executive Producer]]
2949;Peter E. Strauss;1970-01-01;[[9667, Executive Producer]]
2950;Dr. Dre;1970-01-01;[[277216, Producer]]
2951;Bill Straus;1970-01-01;[[277216, Producer]]
2952;David Engel;1970-01-01;[[277216, Producer]]
2953;Tomica Woods-Wright;1970-01-01;[[277216, Producer]]
2954;Joe Wizan;1970-01-01;[[2043, Producer], [9437, Producer]]
2955;Tracey Seaward;1970-01-01;[[3472, Producer], [315664, Producer], [205220, Producer], [1985, Producer], [1165, Producer]]
2956;Carlos Gallardo;1970-01-01;[[9367, Producer], [1428, Producer]]
2957;Beau Marks;1970-01-01;[[562, Producer], [49950, Executive Producer]]
2958;Luke Greenfield;1970-01-01;[[193893, Producer], [15373, Producer]]
2959;Matthew Seigel;1970-01-01;[[15373, Executive Producer]]
2960;Ang Lee;1954-10-23;[[146, Producer], [26320, Producer], [68924, Producer]]
2961;Patrick Cupo;1970-01-01;[[26320, Producer]]
2962;David Lee;1954-10-10;[[26320, Producer]]
2963;David Sauers;1970-01-01;[[26320, Producer]]
2964;Meg Ryan;1961-11-19;[[10383, Producer], [2018, Executive Producer]]
2965;Nicole Brown;1992-10-06;[[10028, Producer], [137093, Executive Producer], [12182, Producer], [77883, Executive Producer]]
2966;Amy Baer;1970-01-01;[[137093, Producer]]
2967;Matt Leonetti;1970-01-01;[[137093, Producer]]
2968;Joel Gallen;1970-01-01;[[9398, Executive Producer]]
2969;Lauren Zalaznick;1970-01-01;[[9398, Executive Producer]]
2970;Steven Haft;1970-01-01;[[207, Producer], [16358, Producer], [10439, Producer], [2290, Producer], [30141, Producer]]
2971;Sergio Aguero;1988-06-02;[[3638, Producer], [1391, Executive Producer]]
2972;Adam Bohling;1970-01-01;[[319888, Producer], [23483, Producer], [59859, Producer], [4836, Producer]]
2973;Mark Millar;1969-12-24;[[23483, Executive Producer]]
2974;John Romita Jr.;1970-01-01;[[23483, Executive Producer]]
2975;Pierre Lagrange;1970-01-01;[[23483, Executive Producer]]
2976;Joel Soisson;1970-01-01;[[1648, Producer], [10577, Producer], [10070, Producer], [11980, Producer]]
2977;W.K. Border;1970-01-01;[[10577, Producer], [11980, Executive Producer]]
2978;Jason Lust;1970-01-01;[[218778, Executive Producer]]
2979;Lisa Henson;1970-01-01;[[218778, Producer], [21765, Producer], [16148, Producer]]
2980;Michael Deeley;1970-01-01;[[78, Producer], [11778, Producer]]
2981;Richard Jackson;1970-01-01;[[11780, Producer], [65086, Producer]]
2982;Peter Broughan;1970-01-01;[[11780, Producer]]
2983;Marc Libert;1970-01-01;[[192102, Producer], [81796, Producer]]
2984;Joaquin Phoenix;1974-10-28;[[2001, Producer]]
2985;Christophe Barratier;1970-01-01;[[11516, Producer]]
2986;Donald Petrie;1970-01-01;[[10025, Producer]]
2987;Marjorie Shik;1970-01-01;[[10025, Producer]]
2988;Sandy King;1970-01-01;[[10016, Producer], [9945, Producer]]
2989;Natalie Portman;1981-06-09;[[44835, Producer], [174751, Producer], [41630, Executive Producer], [58431, Producer]]
2990;Sean McKittrick;1970-01-01;[[141, Producer], [58431, Producer], [4723, Producer]]
2991;Aleen Keshishian;1970-01-01;[[174751, Producer], [58431, Executive Producer]]
2992;Annette Savitch;1970-01-01;[[58431, Producer], [9842, Producer]]
2993;"Edward H. Hamm Jr. 	";1970-01-01;[[58431, Executive Producer], [4723, Executive Producer]]
2994;Robin O'Hara;1970-01-01;[[13092, Producer], [13816, Executive Producer], [25461, Producer], [19316, Executive Producer], [5178, Executive Producer]]
2995;Toby Young;1970-01-01;[[13092, Producer]]
2996;Paul White;1970-01-01;[[13092, Executive Producer], [46138, Executive Producer]]
2997;Jon Diamond;1970-01-01;[[13092, Executive Producer], [33511, Executive Producer]]
2998;Elizabeth Karlsen;1970-01-01;[[13092, Producer], [8545, Producer], [46138, Producer]]
2999;Brian Gilmore;1970-01-01;[[13092, Executive Producer]]
3000;David Reid;1970-01-01;[[319888, Producer], [59859, Producer], [4836, Producer], [7913, Producer]]
3001;Tarquin Pack;1970-01-01;[[59859, Producer]]
3002;Leonie Mansfield;1970-01-01;[[59859, Producer]]
3003;ƛ?igo Marco;1970-01-01;[[13495, Executive Producer]]
3004;Jonathan Vanger;1970-01-01;[[254473, Producer]]
3005;Claude L?ger;1970-01-01;[[254473, Producer]]
3006;Hillary Sherman;1970-01-01;[[10024, Producer]]
