ID;Name;Birthday;Films
1725;Kendelle Hoyer;1970-01-01;[[51162, Screenplay]]
1726;Nicole Mitchell;1970-01-01;[[51162, Screenplay]]
1727;Don Dougherty;1970-01-01;[[51162, Screenplay]]
1728;Brian Kesinger;1970-01-01;[[51162, Screenplay]]
1729;Jeremy Spears;1970-01-01;[[51162, Screenplay]]
1730;Troy Miller;1970-01-01;[[10152, Screenplay]]
1731;Robert Brener;1970-01-01;[[10152, Screenplay]]
1732;Jeremy Pikser;1970-01-01;[[9452, Screenplay], [13191, Writer]]
1733;Steven Baigelman;1970-01-01;[[239566, Screenplay]]
1734;Eric Bernt;1970-01-01;[[2085, Screenplay], [9271, Screenplay]]
1735;Scott Derrickson;1970-01-01;[[184346, Writer], [283445, Writer], [8643, Screenplay], [12212, Screenplay]]
1736;Paul Harris Boardman;1970-01-01;[[184346, Writer], [8643, Screenplay], [12212, Screenplay]]
1737;Andrew Wight;1970-01-01;[[48340, Writer]]
1738;John Garvin;1970-01-01;[[48340, Writer]]
1739;Melissa Carter;1970-01-01;[[14846, Writer]]
1740;Eric Champnella;1970-01-01;[[16232, Screenplay], [16232, Screenplay]]
1741;Keith Mitchell;1970-01-01;[[16232, Screenplay], [16232, Screenplay]]
1742;Howard Michael Gould;1970-01-01;[[16232, Screenplay]]
1743;Fred Cavay;1970-01-01;[[43539, Screenplay]]
1744;Guillaume Lemans;1970-01-01;[[43539, Screenplay]]
1745;Ken Sanzel;1970-01-01;[[11702, Screenplay]]
1746;Preston A. Whitmore II;1970-01-01;[[14351, Writer], [18550, Writer], [15250, Screenplay]]
1747;Ellory Elkayem;1970-01-01;[[8869, Screenplay], [8869, Screenplay]]
1748;Jesse Alexander;1970-01-01;[[8869, Screenplay]]
1749;Vincenzo Natali;1970-01-01;[[431, Screenplay], [10981, Writer], [37707, Screenplay]]
1750;Antoinette Terry Bryant;1970-01-01;[[37707, Screenplay]]
1751;Willard Huyck;1970-01-01;[[838, Screenplay], [10658, Screenplay], [87, Screenplay]]
1752;Gloria Katz;1970-01-01;[[838, Screenplay], [10658, Screenplay], [87, Screenplay]]
1753;Joe Carnahan;1969-05-09;[[11022, Screenplay], [13150, Screenplay], [7516, Writer], [75174, Writer]]
1754;Gavin O'Connor;1970-01-01;[[13150, Screenplay], [13150, Screenplay], [59440, Screenplay], [59440, Screenplay]]
1755;Greg O'Connor;1970-01-01;[[13150, Screenplay]]
1756;Robert Hopes;1970-01-01;[[13150, Screenplay]]
1757;Tegan West;1970-01-01;[[9042, Screenplay]]
1758;Brandon Boyce;1970-01-01;[[11208, Screenplay]]
1759;Christopher Roberts;1970-01-01;[[10350, Screenplay]]
1760;Bruce Robinson;1970-01-01;[[28902, Screenplay]]
1761;Neil Jordan;1950-02-25;[[28902, Screenplay], [1770, Screenplay], [38448, Writer], [11386, Screenplay], [20024, Screenplay], [6016, Screenplay]]
1762;Ben Ramsey;1970-01-01;[[14164, Screenplay], [9448, Screenplay]]
1763;Akira Toriyama;1955-04-05;[[14164, Screenplay]]
1764;Jeffrey Nachmanoff;1970-01-01;[[76640, Writer]]
1765;Andrew Knauer;1970-01-01;[[76640, Screenplay], [76640, Screenplay]]
1766;Mike Disa;1970-01-01;[[57089, Writer]]
1767;Mark Spragg;1970-01-01;[[1947, Screenplay]]
1768;Virginia Korus Spragg;1970-01-01;[[1947, Screenplay]]
1769;Charles McKeown;1970-01-01;[[68, Screenplay], [8054, Screenplay]]
1770;Michael Konyves;1970-01-01;[[46829, Screenplay]]
1771;Sergio Leone;1929-01-03;[[391, Screenplay], [311, Screenplay], [335, Screenplay], [335, Screenplay], [429, Screenplay], [429, Screenplay]]
1772;Franco Ferrini;1970-01-01;[[311, Screenplay], [29514, Screenplay]]
1773;Franco Arcalli;1970-01-01;[[311, Screenplay]]
1774;Enrico Medioli;1970-01-01;[[311, Screenplay]]
1775;Ernesto Gastaldi;1970-01-01;[[311, Screenplay]]
1776;Piero De Bernardi;1970-01-01;[[311, Screenplay]]
1777;Leonardo Benvenuti;1970-01-01;[[311, Screenplay]]
1778;Michael Radford;1970-01-01;[[268171, Writer], [11162, Screenplay]]
1779;Jean-Pierre Melville;1970-01-01;[[6016, Screenplay]]
1780;Bart Baker;1986-05-05;[[17186, Writer]]
1781;Ken Solarz;1970-01-01;[[17186, Writer]]
1782;Keith Alan Bernstein;1970-01-01;[[17186, Writer]]
1783;Richard Maltby;1970-01-01;[[13967, Writer]]
1784;Chen Kaige;1970-01-01;[[2008, Screenplay]]
1785;Andrew Dominik;1970-01-01;[[64689, Screenplay], [4512, Screenplay]]
1786;Wang Xing-Dong;1970-01-01;[[76349, Writer]]
1787;Chen Bao-Guang;1970-01-01;[[76349, Writer]]
1788;Alain Chabat;1970-01-01;[[31203, Screenplay]]
1789;Grgoire Vigneron;1970-01-01;[[31203, Screenplay], [21494, Writer]]
1790;Laurent Tirard;1970-01-01;[[31203, Screenplay], [21494, Writer]]
1791;Reinhard Klooss;1970-01-01;[[50135, Screenplay]]
1792;Oliver Huzly;1970-01-01;[[50135, Screenplay]]
1793;Sven Severin;1970-01-01;[[50135, Screenplay]]
1794;Greg Latter;1970-01-01;[[1874, Screenplay]]
1795;Frdric Auburtin;1970-01-01;[[271331, Screenplay]]
1796;Jean-Paul Delfino;1970-01-01;[[271331, Screenplay]]
1797;Arash Amel;1970-01-01;[[215211, Screenplay]]
1798;Gregory Poirier;1970-01-01;[[18041, Screenplay], [367961, Writer], [39180, Writer], [10646, Screenplay]]
1799;Aleksandr Chistyakov;1970-01-01;[[367961, Writer]]
1800;Maksim Fadeev;1970-01-01;[[367961, Writer]]
1801;Liliana Cavani;1970-01-01;[[10955, Screenplay]]
1802;Kyle Hunter;1970-01-01;[[223702, Screenplay]]
1803;Ariel Shaffir;1970-01-01;[[223702, Screenplay]]
1804;Kay Cannon;1970-01-01;[[114150, Screenplay], [254470, Writer]]
1805;Gill Dennis;1970-01-01;[[13155, Screenplay], [69, Screenplay]]
1806;Stuart Blumberg;1970-01-01;[[4967, Screenplay], [39781, Screenplay]]
1807;Charlie Kaufman;1958-11-19;[[2757, Screenplay], [291270, Writer], [492, Writer], [4912, Screenplay], [38, Screenplay], [38, Screenplay], [4960, Screenplay]]
1808;Melissa McCarthy;1970-08-26;[[226486, Writer], [323676, Screenplay]]
1809;Ben Falcone;1973-08-25;[[226486, Writer], [323676, Screenplay]]
1810;Steve Mallory;1970-01-01;[[323676, Writer]]
1811;John Briley;1970-01-01;[[12506, Screenplay], [783, Screenplay]]
1812;Don Mancini;1963-01-25;[[11932, Screenplay], [10585, Screenplay], [11186, Screenplay], [11249, Screenplay]]
1813;Roger Allers;1970-01-01;[[812, Screenplay]]
1814;Kevin Lima;1970-01-01;[[812, Screenplay]]
1815;Darrell Rooney;1970-01-01;[[812, Screenplay]]
1816;Burny Mattinson;1970-01-01;[[812, Screenplay]]
1817;Brian Pimental;1970-01-01;[[812, Screenplay]]
1818;Francis Glebas;1970-01-01;[[812, Screenplay]]
1819;Larry Leker;1970-01-01;[[812, Screenplay]]
1820;Kevin Harkey;1970-01-01;[[812, Screenplay]]
1821;Patrick A. Ventura;1970-01-01;[[812, Screenplay]]
1822;Rebecca Reese;1970-01-01;[[812, Screenplay]]
1823;Daan Jippes;1970-01-01;[[812, Screenplay]]
1824;James Fujii;1970-01-01;[[812, Screenplay]]
1825;David S. Smith;1970-01-01;[[812, Screenplay]]
1826;Sue C. Nichols;1970-01-01;[[812, Screenplay]]
1827;Kirk Hanson;1970-01-01;[[812, Screenplay]]
1828;Jonathan Herman;1970-01-01;[[277216, Screenplay]]
1829;S. Leigh Savidge;1970-01-01;[[277216, Screenplay]]
1830;Alan Wenkus;1970-01-01;[[277216, Screenplay]]
1831;Stephen Frears;1941-06-20;[[315664, Writer]]
1832;Nicholas Martin;1970-01-01;[[315664, Screenplay]]
1833;George A. Romero;1970-01-01;[[16288, Screenplay], [924, Screenplay], [8408, Screenplay], [13025, Screenplay], [11683, Screenplay], [10331, Screenplay], [29426, Screenplay], [29514, Screenplay]]
1834;Pamela Falk;1970-01-01;[[2018, Screenplay]]
1835;Michael Ellis;1970-01-01;[[2018, Screenplay]]
1836;Kiyoto Takeuchi;1970-01-01;[[192577, Screenplay]]
1837;Harutoshi Fukui;1970-01-01;[[192577, Screenplay]]
1838;Owen Wilson;1968-11-18;[[13685, Screenplay], [11545, Screenplay], [9428, Writer]]
1839;Michael Cooney;1970-01-01;[[2832, Writer], [11588, Screenplay]]
1840;Mark Verheiden;1970-01-01;[[1961, Screenplay], [8831, Screenplay]]
1841;Drake Sather;1970-01-01;[[9398, Screenplay]]
1842;Gage Lansky;1970-01-01;[[112949, Screenplay]]
1843;David Kirschner;1970-01-01;[[10439, Screenplay]]
1844;Mick Garris;1970-01-01;[[10439, Screenplay], [10439, Screenplay]]
1845;Carol Fuchs;1970-01-01;[[3638, Screenplay]]
1846;Michael Diliberti;1970-01-01;[[62206, Screenplay]]
1847;Joel Soisson;1970-01-01;[[10577, Screenplay], [12211, Screenplay]]
1848;Rob Lieber;1970-01-01;[[218778, Screenplay]]
1849;Deborah Moggach;1970-01-01;[[4348, Screenplay]]
1850;Hampton Fancher;1970-01-01;[[78, Screenplay]]
1851;Alan Sharp;1970-01-01;[[25763, Screenplay], [11780, Screenplay]]
1852;James Gray;1970-01-01;[[190955, Screenplay], [152599, Writer], [19457, Writer], [10362, Screenplay], [2001, Screenplay]]
1853;Betsy Stahl;1970-01-01;[[10383, Screenplay]]
1854;Jean Dorst;1970-01-01;[[11516, Screenplay]]
1855;David E. Kelley;1956-04-04;[[9825, Screenplay], [15198, Writer]]
1856;Sean O'Byrne;1970-01-01;[[15198, Writer]]
1857;Jonathan Bernstein;1970-01-01;[[15639, Writer], [34549, Screenplay], [23172, Screenplay]]
1858;James Greer;1970-01-01;[[15639, Writer], [34549, Screenplay], [23172, Screenplay]]
1859;Jeff Rothberg;1970-01-01;[[17834, Screenplay]]
1860;Peter Straughan;1970-01-01;[[13092, Screenplay], [10317, Screenplay], [48289, Screenplay], [10313, Screenplay], [49517, Screenplay]]
1861;Jeff Wadlow;1970-01-01;[[59859, Screenplay]]
1862;Agustn Daz Yanes;1970-01-01;[[13495, Writer]]
1863;George MacDonald Fraser;1970-01-01;[[700, Screenplay], [9626, Screenplay]]
1864;Malcolm D. Lee;1970-01-11;[[16162, Writer], [146304, Writer], [13490, Writer]]
1865;E.M. Forster;1970-01-01;[[15927, Screenplay], [11257, Screenplay]]
1866;Kelley Sane;1970-01-01;[[5125, Writer]]
1867;Denny Martin Flinn;1970-01-01;[[174, Screenplay]]
1868;Callie Khouri;1957-11-27;[[9583, Screenplay]]
1869;Elizabeth Chandler;1970-01-01;[[12658, Screenplay], [10188, Screenplay], [10735, Screenplay]]
1870;Todd Graff;1970-01-01;[[23367, Screenplay], [63574, Writer]]
1871;Nick Hornby;1957-04-17;[[245, Screenplay], [24684, Screenplay], [167073, Screenplay], [228970, Writer]]
1872;Jason Smilovic;1970-01-01;[[186, Screenplay]]
1873;Philip Kaufman;1970-01-01;[[85, Screenplay], [9549, Screenplay]]
1874;Wolfgang Petersen;1941-03-14;[[387, Screenplay], [34584, Screenplay]]
1875;Herman Weigel;1970-01-01;[[34584, Screenplay]]
1876;Alex Proyas;1970-01-01;[[2666, Screenplay], [2666, Screenplay]]
1877;Anders Thomas Jensen;1970-01-01;[[7445, Writer], [12783, Screenplay]]
1878;Jeffrey Hatcher;1970-01-01;[[12783, Screenplay]]
1879;Saul Dibb;1970-01-01;[[12783, Screenplay]]
1880;Walter Murch;1970-01-01;[[13155, Screenplay]]
1881;Richard Linklater;1960-07-30;[[3509, Screenplay], [132344, Writer], [76, Screenplay], [80, Screenplay], [80, Screenplay], [92591, Screenplay], [85350, Writer], [9571, Screenplay], [14022, Writer], [42807, Screenplay]]
1882;Clark Walker;1970-01-01;[[42807, Screenplay]]
1883;Claude Stanush;1970-01-01;[[42807, Screenplay]]
1884;Ray Wright;1970-01-01;[[28355, Writer], [29427, Screenplay]]
1885;Seth Bass;1970-01-01;[[5126, Screenplay]]
1886;Jonathan Tolins;1970-01-01;[[5126, Screenplay]]
1887;Alan Di Fiore;1970-01-01;[[303858, Screenplay], [303858, Screenplay]]
1888;Stel Pavlou;1970-01-01;[[1613, Screenplay]]
1889;Wayne Kramer;1970-01-01;[[16617, Screenplay], [16617, Screenplay], [7304, Writer], [10744, Screenplay]]
1890;Art Linson;1970-01-01;[[8944, Writer]]
1891;Kenneth Branagh;1960-12-10;[[10549, Screenplay], [10705, Screenplay], [11971, Screenplay], [37028, Screenplay], [37028, Writer]]
1892;Stephen Fry;1957-08-24;[[37028, Screenplay]]
1893;Emanuel Schikaneder;1970-01-01;[[37028, Writer]]
1894;Steve Carell;1962-08-16;[[6957, Screenplay]]
1895;Murray Salem;1970-01-01;[[951, Screenplay]]
1896;Rick Parks;1970-01-01;[[9454, Screenplay]]
1897;Craig Storper;1970-01-01;[[2055, Writer]]
1898;Peter Filardi;1970-01-01;[[1551, Writer], [9100, Screenplay]]
1899;J. Mackye Gruber;1970-01-01;[[9358, Screenplay], [1954, Screenplay]]
1900;Peter Schink;1970-01-01;[[22894, Writer]]
1901;Scott Stewart;1970-01-01;[[22894, Writer]]
1902;Rob Hedden;1970-01-01;[[15028, Writer], [10283, Screenplay]]
1903;Andy Hedden;1970-01-01;[[15028, Writer]]
1904;Mark Kasdan;1970-01-01;[[11509, Screenplay]]
1905;Susanne Bier;1970-01-01;[[7445, Writer]]
1906;Cornell Woolrich;1970-01-01;[[2057, Screenplay]]
1907;Michael Cristofer;1970-01-01;[[2057, Screenplay]]
1908;Ben Livingston;1970-01-01;[[70436, Screenplay]]
1909;Hannah Shakespeare;1970-01-01;[[70436, Screenplay]]
1910;Brad Mirman;1970-01-01;[[354110, Writer], [8011, Screenplay]]
1911;Paul Ohl;1970-01-01;[[8011, Screenplay]]
1912;William N. Panzer;1970-01-01;[[8011, Screenplay]]
1913;Bob Rafelson;1970-01-01;[[31640, Screenplay]]
1914;Nick Villiers;1970-01-01;[[31640, Screenplay], [31640, Screenplay]]
1915;Alison Cross;1970-01-01;[[31640, Screenplay]]
1916;Tom Szollosi;1970-01-01;[[9092, Screenplay]]
1917;Deborah Serra;1970-01-01;[[9092, Screenplay]]
1918;Kristin Gore;1970-01-01;[[316002, Screenplay]]
1919;Alan Shapiro;1970-01-01;[[36355, Screenplay]]
1920;Benedict Fitzgerald;1970-01-01;[[615, Screenplay]]
1921;Barry Morrow;1970-01-01;[[380, Screenplay], [380, Screenplay]]
1922;Dave Johannson;1970-01-01;[[13223, Screenplay]]
1923;Stanley Weiser;1970-01-01;[[10523, Screenplay], [10673, Writer]]
1924;Michael Hoffman;1970-01-01;[[239571, Writer]]
1925;Will Fetters;1970-01-01;[[23169, Writer], [239571, Writer], [77877, Screenplay]]
1926;Tate Taylor;1970-01-01;[[50014, Screenplay]]
1927;Josh Singer;1970-01-01;[[314365, Writer], [162903, Screenplay]]
1928;Oleg Stepchenko;1970-01-01;[[208763, Screenplay]]
1929;Aleksandr Karpov;1970-01-01;[[208763, Screenplay]]
1930;Nikolai Gogol;1970-01-01;[[208763, Screenplay]]
1931;Damian Shannon;1970-01-01;[[6466, Screenplay]]
1932;Mark Swift;1970-01-01;[[6466, Screenplay]]
1933;Paul Viragh;1970-01-01;[[254024, Screenplay]]
1934;John A. Davis;1970-01-01;[[12589, Screenplay]]
1935;Todd W. Langen;1970-01-01;[[1497, Writer]]
1936;Greg Coolidge;1970-01-01;[[168530, Screenplay], [168530, Screenplay], [6020, Screenplay]]
1937;Jason Mantzoukas;1972-12-18;[[168530, Screenplay]]
1938;Joanne Harris;1970-01-01;[[392, Screenplay]]
1939;Kate Kondell;1970-01-01;[[10327, Screenplay]]
1940;Elizabeth Meriwether;1970-01-01;[[41630, Screenplay], [41630, Screenplay]]
1941;Michael Samonek;1970-01-01;[[41630, Screenplay]]
1942;John Jarrell;1970-01-01;[[2085, Screenplay]]
1943;David Seltzer;1970-01-01;[[31915, Writer], [794, Screenplay]]
1944;Jeff Stockwell;1970-01-01;[[1265, Screenplay], [16857, Writer]]
1945;Allan Knee;1970-01-01;[[866, Screenplay]]
1946;Tyler Perry;1969-09-13;[[175555, Screenplay], [16186, Writer], [44944, Screenplay], [62008, Screenplay], [26367, Writer], [15670, Writer], [16781, Writer], [103370, Screenplay], [35688, Writer], [17202, Writer]]
1947;Ian Mackenzie Jeffers;1970-01-01;[[75174, Screenplay], [75174, Screenplay]]
1948;Ari Schlossberg;1970-01-01;[[11096, Screenplay]]
1949;Jeffrey Jurgensen;1970-01-01;[[10923, Screenplay]]
1950;Bernardo Bertolucci;1941-03-16;[[335, Screenplay], [8416, Writer], [746, Screenplay]]
1951;Mark Peploe;1970-01-01;[[746, Screenplay]]
1952;Enzo Ungari;1970-01-01;[[746, Screenplay]]
1953;Kate Lanier;1970-01-01;[[14177, Screenplay], [10696, Screenplay], [9400, Screenplay], [15765, Screenplay]]
1954;Robert B. Weide;1970-01-01;[[227156, Screenplay]]
1955;Michael Mitnick;1970-01-01;[[227156, Screenplay]]
1956;Victor Salva;1958-03-29;[[8922, Screenplay], [11351, Screenplay]]
1957;Josh Stolberg;1970-01-01;[[10030, Screenplay], [43593, Writer], [26688, Writer]]
1958;Robin Driscoll;1970-01-01;[[1268, Screenplay]]
1959;Simon McBurney;1957-08-25;[[1268, Screenplay]]
1960;Hamish McColl;1970-01-01;[[1268, Screenplay]]
1961;Michael Miner;1970-01-01;[[11237, Screenplay]]
1962;Guillaume Canet;1973-04-10;[[190955, Screenplay], [48034, Writer]]
1963;Jacques Maillot;1970-01-01;[[190955, Screenplay]]
1964;Nick Castle;1947-09-21;[[5123, Screenplay], [5123, Screenplay], [1103, Screenplay]]
1965;Paul Castro;1970-01-01;[[5123, Screenplay]]
1966;Akira Kurosawa;1970-01-01;[[13889, Writer], [346, Screenplay], [11165, Screenplay]]
1967;Hideo Oguni;1970-01-01;[[346, Screenplay], [11165, Screenplay]]
1968;Ry?z Kikushima;1970-01-01;[[11165, Screenplay]]
1969;Larry Forrester;1970-01-01;[[11165, Screenplay]]
1970;Jamie Curtis;1970-01-01;[[6116, Screenplay]]
1971;Brian Gatewood;1970-01-01;[[57431, Screenplay]]
1972;Alessandro Tanaka;1970-01-01;[[57431, Screenplay]]
1973;Damien Dante Wayans;1980-04-15;[[21724, Writer]]
1974;Eric Abrams;1970-01-01;[[9290, Screenplay]]
1975;Mort Nathan;1970-01-01;[[9557, Screenplay], [11543, Screenplay]]
1976;James Toback;1944-11-23;[[27451, Writer], [284536, Screenplay], [32456, Writer]]
1977;Tracy Letts;1965-07-04;[[152737, Screenplay], [73567, Screenplay]]
1978;Meg Cabot;1967-02-01;[[13374, Writer]]
1979;Simon Kelton;1970-01-01;[[319888, Screenplay]]
1980;Sean Macaulay;1970-01-01;[[319888, Screenplay]]
1981;Matthew Robbins;1970-01-01;[[840, Writer], [46261, Screenplay], [848, Screenplay]]
1982;Lee Anthony Smith;1970-01-01;[[10431, Writer]]
1983;Gregory J. Bradley;1970-01-01;[[10431, Writer]]
1984;Don Michael Paul;1970-01-01;[[10167, Screenplay], [2453, Screenplay], [15581, Writer]]
1985;Jacob Meszaros;1970-01-01;[[18147, Writer]]
1986;Mya Stark;1970-01-01;[[18147, Writer]]
1987;Jay McInerney;1970-01-01;[[17170, Writer]]
1988;Sherry Mills;1970-01-01;[[18975, Writer]]
1989;Richard Kelly;1970-01-01;[[141, Screenplay], [4723, Screenplay], [22825, Screenplay]]
1990;Scott B. Smith;1970-01-01;[[10223, Screenplay], [11152, Screenplay]]
1991;Tom Ropelewski;1970-01-01;[[1831, Screenplay]]
1992;Will Hayes;1970-01-01;[[65055, Screenplay]]
1993;Jesse Studenberg;1970-01-01;[[65055, Screenplay]]
1994;Laura Jones;1970-01-01;[[10397, Screenplay], [21074, Screenplay], [39780, Screenplay]]
1995;Scott Rothman;1970-01-01;[[200505, Screenplay]]
1996;Rajiv Joseph;1970-01-01;[[200505, Screenplay]]
1997;Michael Armstrong;1970-01-01;[[11954, Screenplay]]
1998;Olaf Pooley;1970-01-01;[[11954, Screenplay]]
1999;Gregory Bernstein;1970-01-01;[[60309, Screenplay], [60309, Screenplay]]
2000;James D. Solomon;1970-01-01;[[60309, Screenplay], [60309, Screenplay]]
2001;Michael Thomas;1949-05-26;[[526, Screenplay], [293646, Screenplay], [62630, Screenplay]]
2002;Mikko Alanne;1970-01-01;[[50601, Screenplay], [293646, Screenplay]]
2003;Craig Borten;1970-01-01;[[152532, Screenplay], [293646, Screenplay]]
2004;David Z. Weinstein;1970-01-01;[[6978, Screenplay]]
2005;Laurent Zeitoun;1970-01-01;[[133698, Writer]]
2006;Philippe Mechelen;1970-01-01;[[133698, Screenplay]]
2007;Yoann Gromb;1970-01-01;[[133698, Writer]]
2008;Cliff Dorfman;1970-01-01;[[59440, Screenplay], [59440, Screenplay]]
2009;Anthony Tambakis;1970-01-01;[[174751, Writer], [59440, Screenplay]]
2010;Kimberly Peirce;1970-01-01;[[8988, Writer]]
2011;Mark Richard;1970-01-01;[[8988, Writer]]
2012;Adam Fields;1970-01-01;[[17707, Writer]]
2013;Leslie Gornstein;1970-01-01;[[77883, Writer]]
2014;E.L. Katz;1970-01-01;[[77883, Writer]]
2015;Kevin Mannis;1970-01-01;[[77883, Writer]]
2016;Lisa-Maria Radano;1970-01-01;[[40001, Screenplay]]
2017;David Zelag Goodman;1970-01-01;[[10803, Screenplay], [25388, Screenplay], [25388, Screenplay], [64639, Screenplay], [64639, Writer]]
2018;Rod Lurie;1970-01-01;[[25212, Writer], [64639, Screenplay], [64639, Writer], [6521, Screenplay]]
2019;William Wheeler;1970-01-01;[[9903, Screenplay]]
2020;Walter Doniger;1970-01-01;[[21338, Writer]]
2021;Joe Penhall;1970-01-01;[[20766, Screenplay]]
2022;David Wagner;1970-01-01;[[11452, Screenplay], [19803, Writer]]
2023;Brent Goldberg;1970-01-01;[[11452, Screenplay], [19803, Writer]]
2024;Peter Gaulke;1970-01-01;[[20309, Writer], [14220, Screenplay]]
2025;Gerry Swallow;1970-01-01;[[20309, Writer]]
2026;Don McKellar;1970-01-01;[[8338, Screenplay], [14283, Writer]]
2027;Guinevere Turner;1970-01-01;[[1359, Screenplay], [168705, Writer]]
2028;Yasmina Reza;1970-01-01;[[72113, Screenplay]]
2029;Atom Egoyan;1970-01-01;[[20156, Writer], [47692, Screenplay], [10217, Screenplay], [9729, Screenplay]]
2030;Kenny Moore;1970-01-01;[[22256, Writer]]
2031;Vincent Palmo Jr.;1970-01-01;[[12404, Screenplay]]
2032;Holly Gent Palmo;1970-01-01;[[12404, Screenplay]]
2033;Giuseppe Tornatore;1970-01-01;[[26171, Screenplay], [152742, Screenplay]]
2034;William M. Finkelstein;1970-01-01;[[11699, Writer]]
2035;Domonic Paris;1970-01-01;[[49953, Screenplay]]
2036;Pascal Hrold;1970-01-01;[[25353, Writer]]
2037;Aleksandr Talal;1970-01-01;[[36696, Writer]]
2038;John Chua;1970-01-01;[[36696, Writer]]
2039;Erick Kastel;1970-01-01;[[38543, Screenplay]]
2040;Jonathan English;1970-01-01;[[38543, Screenplay]]
2041;Teddy Chan;1970-01-01;[[290864, Screenplay]]
2042;Lau Ho-Leung;1970-01-01;[[290864, Screenplay]]
2043;"	Mak Tin-Shu";1970-01-01;[[290864, Writer]]
2044;Randy Arrington;1970-01-01;[[242166, Writer]]
2045;Adam Prince;1970-01-01;[[242166, Writer]]
2046;Choderlos de Laclos;1970-01-01;[[859, Screenplay]]
2047;Harve Bennett;1970-01-01;[[154, Screenplay], [168, Screenplay]]
2048;Joel Edgerton;1974-06-23;[[174751, Screenplay], [328425, Writer]]
2049;Dean Pitchford;1970-01-01;[[1788, Screenplay]]
2050;Court Crandall;1970-01-01;[[11635, Screenplay]]
2051;Trey Callaway;1970-01-01;[[3600, Screenplay]]
2052;Bonnie Hunt;1961-09-22;[[2621, Screenplay]]
2053;Don Lake;1970-01-01;[[2621, Screenplay]]
2054;Lisa Loomer;1970-01-01;[[3558, Screenplay]]
2055;Anna Hamilton Phelan;1970-01-01;[[3558, Screenplay]]
2056;Victor Levin;1970-01-01;[[13476, Writer]]
2057;Jerry Juhl;1970-01-01;[[10208, Screenplay], [10437, Screenplay], [11176, Writer]]
2058;Steven Brill;1970-01-01;[[20697, Writer], [10414, Screenplay]]
2059;Kevin Spacey;1959-07-26;[[6478, Screenplay]]
2060;Richard Williams;1942-02-16;[[26672, Screenplay]]
2061;Margaret French;1970-01-01;[[26672, Screenplay]]
2062;Mary McGuckian;1970-01-01;[[45881, Writer]]
2063;Joe Gayton;1970-01-01;[[41283, Writer], [41283, Screenplay]]
2064;Leigh Brackett;1970-01-01;[[1891, Screenplay]]
2065;Michael Barrie;1970-01-01;[[9737, Screenplay]]
2066;Jim Mulholland;1970-01-01;[[9737, Screenplay]]
2067;Jeffrey Reddick;1970-01-01;[[9532, Screenplay]]
2068;Beau Willimon;1970-01-01;[[10316, Screenplay]]
2069;Jim Wheat;1970-01-01;[[10131, Screenplay], [2787, Screenplay], [2787, Screenplay]]
2070;Ken Wheat;1970-01-01;[[10131, Screenplay], [2787, Screenplay], [2787, Screenplay]]
2071;Clay Tarver;1970-01-01;[[10866, Writer]]
2072;Matthew Huffman;1970-01-01;[[227707, Writer]]
2073;Christian Taylor;1970-01-01;[[227707, Writer]]
2074;Mona Simpson;1970-01-01;[[21349, Writer]]
2075;Michael Dinner;1970-01-01;[[19150, Writer]]
2076;Peter Benchley;1970-01-01;[[578, Screenplay], [579, Screenplay], [580, Screenplay]]
2077;Michael De Guzman;1970-01-01;[[580, Screenplay]]
2078;Scott McPherson;1970-01-01;[[9819, Screenplay]]
2079;Anne Fontaine;1970-01-01;[[11156, Screenplay]]
2080;Camille Fontaine;1970-01-01;[[11156, Screenplay]]
2081;Matthew Faulk;1970-01-01;[[11632, Screenplay]]
2082;Mark Skeet;1970-01-01;[[11632, Screenplay]]
2083;Joyce Chan Ka-Yi;1970-01-01;[[30596, Writer]]
2084;Ronny Graham;1970-01-01;[[957, Screenplay]]
2085;Andrew Knight;1970-01-01;[[256917, Writer]]
2086;Andrew Anastasios;1970-01-01;[[256917, Writer]]
2087;Ed Decter;1970-01-01;[[18736, Writer], [544, Screenplay]]
2088;Tom Brady;1977-08-03;[[11090, Screenplay]]
2089;Kristine Johnson;1970-01-01;[[10950, Screenplay]]
2090;Nic Young;1970-01-01;[[235260, Writer]]
2091;Christopher Spencer;1970-01-01;[[235260, Writer]]
2092;Richard Bedser;1970-01-01;[[235260, Writer]]
2093;Colin Swash;1970-01-01;[[235260, Writer]]
2094;Kevin Grevioux;1962-01-01;[[277, Screenplay]]
2095;Rob Schneider;1963-10-31;[[11453, Screenplay], [10402, Screenplay]]
2096;Jason Ward;1970-01-01;[[17708, Writer], [11453, Screenplay]]
2097;David Garrett;1980-09-04;[[17708, Writer], [11453, Screenplay]]
2098;Martin Petit;1970-01-01;[[146239, Screenplay]]
2099;Ken Scott;1970-01-01;[[146239, Screenplay]]
2100;Hank Nelken;1970-01-01;[[10878, Screenplay]]
2101;Gabe Sachs;1970-01-01;[[33217, Screenplay], [82650, Screenplay], [60307, Screenplay]]
2102;Jeff Judah;1970-01-01;[[33217, Screenplay], [82650, Screenplay], [60307, Screenplay]]
2103;Victor Colicchio;1970-01-01;[[10279, Screenplay]]
2104;Michael Imperioli;1966-03-26;[[10279, Screenplay]]
2105;Jeff Baena;1970-01-01;[[1599, Screenplay]]
2106;Fred Dekker;1970-01-01;[[5550, Screenplay]]
2107;Stephan Blinn;1970-01-01;[[30379, Writer], [15005, Screenplay], [29064, Writer]]
