ID;Name;Birthday;Films
4311;Ben Miles;1970-01-01;[[22832, Maslow], [752, Dascomb]]
4312;Fann Wong;1970-01-01;[[6038, Chon Lin]]
4313;Alison King;1970-01-01;[[6038, Prostitute]]
4314;Constantine Gregory;1970-01-01;[[6038, The Mayor]]
4315;Anna-Louise Plowman;1970-01-01;[[6038, Debutante]]
4316;Georgina Chapman;1976-04-14;[[13483, Penny Carver], [6038, Debutante]]
4317;Ed O'Ross;1970-01-01;[[9975, Ivan (voice)]]
4318;Kath Soucie;1967-02-20;[[9975, Animal Control Receptionist (voice)], [13682, Kanga (voice)], [16690, Wendy Darling (voice)], [20694, Phil DeVille / Lil DeVille / Betty DeVille], [16340, Lil Deville / Phil DeVille / Betty DeVille (voice)], [14444, Phillip / Lillian / Betty DeVille (voices)], [15655, Kanga (voice)]]
4319;Lindsay Lohan;1986-07-02;[[9526, Lola Johnson], [11132, Mary Elizabeth Cep], [10330, Anna Coleman], [13159, Rachel Wilcox], [11451, Maggie Peyton], [10025, Ashley Albright], [23631, April Booth], [10625, Cady Heron], [4258, Herself], [109729, Tara]]
4320;Cheryl Hines;1965-09-21;[[340816, Dawn], [11451, Sally], [21014, Casey Nudelman], [11802, Luna (voice)], [20943, Georgia], [10758, Becky]]
4321;Jill Ritchie;1970-01-01;[[540, Janet], [11451, Charisma], [4723, Shoshana Kapowski]]
4322;Skye McCole Bartusiak;1992-09-28;[[8968, Franny Roberts], [12103, Jessie Conrad]]
4323;Guy Torry;1976-01-05;[[73, Lamont], [12103, Dolen], [11090, Miles], [53862, Fish]]
4324;Jennifer Esposito;1973-04-11;[[16428, Rita Monroe], [1640, Ria], [12103, Detective Sandra Cassidy], [10577, Solina], [79587, Suzanne], [3600, Nancy], [10279, Ruby], [13908, Jennifer Baker], [9260, Carmela]]
4325;Shawn Doyle;1970-01-01;[[12103, Russel Maddox], [10559, Jack Shepard], [7501, Deputy Ward], [22787, Sam Murphy]]
4326;Victor Argo;1970-01-01;[[5852, Carl Pogue], [12103, Sydney Simon], [4816, Vinny], [203, Mario], [21612, Julius], [19457, Paul Lazarides]]
4327;Conrad Goode;1970-01-01;[[12103, Max Dunlevy]]
4328;Paul Schulze;1970-01-01;[[12103, Jake], [4547, Officer Keeney]]
4329;Pihla Viitala;1982-09-30;[[60304, Mina]]
4330;Thomas Mann;1970-01-01;[[109491, Wesley ""Link"" Lincoln], [82679, Roosevelt], [60304, Ben], [43923, Aaron Fitzcarraldo], [57214, Thomas]]
4331;Joanna Kulig;1970-01-01;[[60304, Red Haired Witch], [209274, Singer]]
4332;Dominic Chianese;1931-02-24;[[2251, Frank Wilson]]
4333;Kate Burton;1957-09-10;[[44115, Donna Ralston], [6978, Margo], [13051, Nicole Horne], [23169, Janine], [20616, Carla Cronin], [2251, Tracy]]
4334;Chad Lowe;1968-01-15;[[2251, Bill Stone]]
4335;Gary Basaraba;1970-01-01;[[11051, Andrew, Apostle], [2251, Detective Mirojnick]]
4336;Myra Lucretia Taylor;1970-01-01;[[2251, Gloria]]
4337;Alex Pettyfer;1990-04-10;[[38117, Kyle Kingson], [226857, David Elliot], [46529, John Smith / Number Four], [49530, Fortis], [77930, Adam], [9978, Alex Rider], [132363, Thomas Westfall]]
4338;Garrett M. Brown;1970-01-01;[[46529, Mr. Simms], [23483, Mr. Lizewski]]
4339;Patrick Sebes;1970-01-01;[[46529, Kevin]]
4340;Emily Wickersham;1970-01-01;[[46529, Nicole]]
4341;Kayvan Novak;1978-11-23;[[37495, Waj], [231, Arash]]
4342;Amr Waked;1970-01-01;[[240832, Pierre Del Rio], [231, Mohammed Sheik Agiza]]
4343;Pablo Schreiber;1978-04-26;[[300671, ""Kris 'Tanto' Paronto""], [44990, Turner], [26899, Brent]]
4344;Dominic Fumusa;1970-01-01;[[300671, ""John 'Tig' Tiegen""]]
4345;Alexia Barlier;1970-01-01;[[300671, Sona Jillani]]
4346;Freddie Stroma;1970-01-01;[[300671, Brit Vayner]]
4347;Gabriel Iglesias;1976-07-15;[[184345, Miguel], [264999, Tobias], [228326, Pepe Rodriguez (voice)], [227783, Jimmy (voice)]]
4348;Kate del Castillo;1972-10-23;[[136835, Alexis], [293646, Katty Valdivia], [228326, La Muerte (voice)], [4170, Laura], [32579, Rosario], [68202, Cleotilde]]
4349;Ana de la Reguera;1977-04-08;[[23742, Gabriela], [9353, Sister Encarnacin], [228326, Carmen Snchez (voice)]]
4350;Carly Schroeder;1970-01-01;[[46849, Alyssa], [9754, Sarah Stanfield], [27588, Sandy Channing], [15568, Grace Bowen], [12281, Millie], [18736, Melina Bianco]]
4351;Mary Lynn Rajskub;1971-06-22;[[9754, Janet Stone], [24803, Sarah], [10327, Reena Giuliani], [8051, Elizabeth], [84332, Bridget Bay], [13090, Lynn]]
4352;Matthew Currie Holmes;1970-01-01;[[9754, Bobby]]
4353;Alison Eastwood;1970-01-01;[[66, Art Student], [274758, Herself - Animal Advocate], [8197, Mandy Nichols], [14293, Tara]]
4354;Melora Hardin;1967-06-29;[[6557, Maureen], [66, Christy Sullivan], [238615, Judy]]
4355;Jason Beghe;1960-03-12;[[134371, Henry Rearden], [4421, Royce], [6933, Ray Purvis], [43539, Detective Quinn]]
4356;Kevin Gage;1959-05-26;[[287524, Gage], [4421, Sergeant Max Pyro], [7501, Brucker], [10894, Papa Canady]]
4357;David Vadim;1970-01-01;[[10877, Matt Montini], [4421, Sergeant Cortez], [20406, Yuri]]
4358;Spike Jonze;1969-10-22;[[208134, Gloria], [2649, Airbag EMT Beltran], [6415, Conrad Vig]]
4359;Anna Katarina;1970-01-01;[[21512, Big Cimber], [2649, Elizabeth]]
4360;Carroll Baker;1931-05-28;[[951, Eleanor Crisp], [2649, Ilsa], [2428, Veronica]]
4361;Scott Hunter McGuire;1970-01-01;[[2649, Young Nicholas]]
4362;Elizabeth Dennehy;1970-01-01;[[2649, Maria]]
4363;Tanya Allen;1970-01-01;[[588, Anna]]
4364;Colleen Williams;1970-01-01;[[588, Archivist]]
4365;Ron Gabriel;1970-01-01;[[588, Old Mechanic]]
4366;Brooke Langton;1970-11-27;[[10218, Nikki], [10393, Annabelle Farrell]]
4367;Orlando Jones;1968-04-10;[[1636, Daniel/Dan/Danny, Esteban, Beach Jock, Lamar Garrett, Dr. Ngegitigegitibaba], [18828, Daryl Chase], [13497, Dr. Lee], [20309, Dig McCaffrey], [10393, Clifford Franklin]]
4368;Ace Yonamine;1970-01-01;[[10393, Jumbo]]
4369;Troy Winbush;1970-01-01;[[10393, Walter Cochran]]
4370;Tara Reid;1975-11-08;[[12142, Aline Cedrac], [2105, ""Victoria 'Vicky' Lathum""], [2770, ""Victoria 'Vicky' Lathum""], [71552, ""Victoria 'Vicky' Lathum""], [19366, Melody Valentine], [56715, Angelique], [2830, Lisa Taylor], [11452, Gwen Pearson], [205321, April], [115, Bunny Lebowski], [9877, Sasha Thomas]]
4371;Mena Suvari;1979-02-13;[[14, Angela Hayes], [2770, Heather], [71552, Heather], [14177, Joanne], [13072, Ellen], [18191, Whore], [12271, Richie Berlin], [10642, Dora Diamond], [14662, Rachel Hoffman], [12079, Cookie], [11370, Francesca Bonacieux], [301748, Jane]]
4372;J. T. Walsh;1970-01-01;[[881, Lt. Col. Matthew A. Markinson], [2163, Warren "" Red "" Barr], [801, Sgt. Major Dickerson], [10410, Frank Fitzsimmons], [12498, Charles Bushman], [10731, Jason McThune], [9631, Insp. Terence Niebaum]]
4373;Regina Taylor;1970-01-01;[[9631, Karen Roman]]
4374;Bruce Beatty;1970-01-01;[[9631, Markus]]
4375;Sarah Wayne Callies;1977-06-01;[[312113, Kate Summers], [216282, Allison]]
4376;Alycia Debnam-Carey;1970-01-01;[[216282, Kaitlyn]]
4377;Jeremy Sumpter;1989-02-05;[[12149, Young Adam], [216282, Jacob]]
4378;Kyle Davis;1970-01-01;[[216282, Donk]]
4379;Brandon Ruiter;1970-01-01;[[216282, Todd White]]
4380;Max Deacon;1970-01-01;[[216282, Donnie]]
4381;Arlen Escarpeta;1981-04-09;[[55779, Nathan], [216282, Daryl]]
4382;Gilbert R. Hill;1970-01-01;[[90, Insp. Douglas Todd], [96, Insp. Douglas Todd], [306, Insp. Douglas Todd]]
4383;Timothy Carhart;1970-01-01;[[306, Ellis Dewald]]
4384;Bronson Pinchot;1959-05-20;[[306, Serge], [10684, Bruno], [18937, Grifin (voice)], [2925, Duarto Feliz], [319, Elliot Blitzer]]
4385;John Saxon;1935-08-05;[[377, Lt. Thompson], [10072, Lt. Donald Thompson], [306, Orrin Sanderson], [11596, Himself / Lt. Donald Thompson]]
4386;Zach Galligan;1964-02-14;[[927, Billy Peltzer], [928, Billy Peltzer]]
4387;Phoebe Cates;1963-07-16;[[17170, Amanda], [13342, Linda Barrett], [927, Kate Beringer], [928, Kate Beringer]]
4388;Haviland Morris;1959-09-14;[[22051, Lyra], [928, Marla Bloodstone]]
4389;Jackie Joseph;1970-01-01;[[928, Sheila Futterman]]
4390;Gedde Watanabe;1970-01-01;[[928, Mr. Katsuji], [88042, Mr. Cheng], [20009, Japanese Proctor]]
4391;Keye Luke;1970-01-01;[[927, Grandfather (Mr. Wing)], [928, Mr. Wing]]
4392;Sarah Lancaster;1980-02-12;[[205587, Lisa Palmer]]
4393;Emma Tremblay;1970-01-01;[[227156, Lily], [205587, Lauren Palmer]]
4394;Ken Howard;1944-03-28;[[14902, Thomas Jefferson], [15556, ""Virgil's Father""], [205587, Judge Warren], [1642, Michael Bergstrom]]
4395;Aleksandr Baluev;1970-01-01;[[6623, General Aleksandr Kodoroff]]
4396;Rene Medveek;1970-01-01;[[6623, Vlado Mirich]]
4397;Gary Werntz;1970-01-01;[[10647, Mr. Thorsen], [6623, Terry Hamilton]]
4398;Randall Batinkoff;1970-01-01;[[6623, Ken], [49963, Peter]]
4399;Sophie Vavasseur;1970-01-01;[[1577, Angie Ashford]]
4400;Mike Epps;1970-11-18;[[13950, Reggie], [351819, Ron], [10426, Day-Day / Old Man with Shotgun], [8386, Baby Powder], [25186, Jellyroll], [41382, Reverend Taylor], [18065, Brody], [10471, Day-Day], [1577, L.J.], [7737, L.J.], [14544, Byron], [14655, Duane Henderson], [88036, Satin], [13490, Reggie]]
4401;Matthew G. Taylor;1970-01-01;[[4970, Turlington], [1577, Nemesis]]
4402;Gemma Jones;1970-01-01;[[634, ""Bridget's Mum""], [9801, ""Bridget's Mum""], [38031, Helena Shepridge]]
4403;Celia Imrie;1970-01-01;[[9801, Una Alconbury], [1544, Tessa], [35944, Amy], [11283, Mrs. Quickly], [74534, Madge Hardcastle], [9449, Homily Clock], [268238, Madge Hardcastle], [15013, Lady Riva Hardwick], [11823, Lydice Kenwood]]
4404;James Faulkner;1970-01-01;[[17047, Kenworth], [9801, Uncle Geoffrey], [8848, Guy Singer]]
4405;Sally Phillips;1970-01-01;[[2084, Karen], [634, Shazza], [9801, Shazza], [9991, Tracey]]
4406;John Billingsley;1970-01-01;[[2116, Chae], [13363, Harry], [135595, Malcolm Eddery], [10994, Paramedic]]
4407;Dean Cain;1966-07-31;[[50601, Chris Bailot], [306667, Luke], [2116, Chris Harrison], [14877, Joseph Smith], [22597, Cole]]
4408;Alex Carter;1964-11-12;[[2116, Cabot]]
4409;Robert Baker;1970-01-01;[[2116, Tony Dalton], [13856, Everett]]
4410;Ron Madoff;1970-01-01;[[9535, Extra Sea World Scene], [2116, Detective], [9335, Cop]]
4411;Terry Loughlin;1970-01-01;[[2116, Agent Stark]]
4412;Joan Chen;1970-01-01;[[76349, Longyu], [33870, Niang], [9624, Masu], [19316, Hwei-Lan Gao - Ma], [21512, Kidda], [746, Wang Jung]]
4413;R. Lee Ermey;1944-03-24;[[687, Clyde Percy], [30379, President Richard Benson], [9624, Stone], [26306, Bill Bowerman], [10878, Coach], [807, Police Captain], [10871, Sheriff Buck Olmstead], [10781, Uncle Charlie Hewitt / Sheriff Hoyt], [10929, Frank Martin]]
4414;Shari Shattuck;1970-01-01;[[9624, Liles]]
4415;Richard Hamilton;1978-02-14;[[9624, Hugh Palmer]]
4416;Irvin Kershner;1970-01-01;[[9624, Walters]]
4417;Taylor Dooley;1993-02-26;[[14199, Lavagirl]]
4418;Cayden Boyd;1970-01-01;[[14199, Max]]
4419;Jacob Davich;1970-01-01;[[14199, Linus / Minus], [42889, Jacob]]
4420;Sasha Pieterse;1996-02-17;[[10030, Goth Girl], [14199, Marissa / Ice Princess]]
4421;Guillaume Canet;1973-04-10;[[11661, Lieutenant Audebert], [1907, tienne]]
4422;Virginie Ledoyen;1970-01-01;[[1958, Suzon], [14652, Camille], [1907, Franoise]]
4423;Staffan Kihlbom;1970-01-01;[[1907, Christo]]
4424;Peter Youngblood Hills;1970-01-01;[[1907, Zeph]]
4425;Jerry Swindall;1970-01-01;[[1907, Sammy]]
4426;Lars Arentz-Hansen;1970-01-01;[[1907, Bugs]]
4427;Kevin Kilner;1970-01-01;[[4599, Ed Portman]]
4428;Sakina Jaffrey;1970-01-01;[[4599, Nilma Prasad], [11359, Lucy]]
4429;Rain;1970-01-01;[[22832, Raizo], [241254, Mark]]
4430;Yuki Iwamoto;1970-01-01;[[22832, Yakuza Couch]]
4431;Sho Kosugi;1948-06-17;[[22832, Ozunu]]
4432;Linh an Ph?m;1970-01-01;[[22832, Pretty Ninja]]
4433;Lee Joon;1970-01-01;[[22832, Teenage Raizo]]
4434;David Mucci;1970-01-01;[[10390, Heckler], [9490, Horse Cop], [33, Quick Mike]]
4435;Jerry Grayson;1970-01-01;[[9950, Jimmy Katz], [86829, Mel], [9879, Orly]]
4436;George McLaren;1970-01-01;[[44603, Markus/Jason]]
4437;Thierry Neuvic;1970-01-01;[[44603, Didier]]
4438;Cyndi Mayo Davis;1970-01-01;[[44603, Island Hotel Clerk]]
4439;Lisa Griffiths;1970-01-01;[[44603, Stall Owner]]
4440;Jessica Griffiths;1970-01-01;[[44603, Island Girl]]
4441;Ferguson Reid;1970-01-01;[[44603, Rescuer]]
4442;Derek Sakakura;1970-01-01;[[44603, Rescuer]]
4443;Charlie Creed-Miles;1970-01-01;[[25941, D.S. Terry Hicock], [44603, Photographer]]
4444;Michael Pitt;1981-04-10;[[9517, Donny Semenex], [1537, Music Teacher/Conductor], [302156, Jan Stroop - The Dutchman], [334527, Zach], [711, John Coleridge], [8461, Paul], [13403, Tommy Gnosis], [244267, Ian Gray], [11892, Justin Pendleton], [86838, Larry]]
4445;Agnes Bruckner;1985-08-16;[[10075, Vivian], [46989, Megan Denning (Meg)], [11892, Lisa Mills], [13689, Susye]]
4446;Tom Verica;1964-05-13;[[11892, Asst. D.A. Al Swanson]]
4447;Janni Brenn;1970-01-01;[[11892, Ms. Elder]]
4448;John Vickery;1970-01-01;[[11892, Restaurant Manager]]
4449;Anatoli Davydov;1970-01-01;[[9691, Nicolai Tashlinkov]]
4450;Muse Watson;1948-07-20;[[9691, Ketcham], [3597, Benjamin Willis], [3600, Ben Willis], [146203, Frank]]
4451;Kelly Rowan;1965-10-26;[[9691, ""Jennifer, Electra's Neighbor""], [10563, Olivia Newman]]
4452;Reed Diamond;1970-01-01;[[9691, Bob], [3291, John Aaron], [38717, Skip Naughton]]
4453;Kai Wulff;1970-01-01;[[9691, Remy]]
4454;Kerry Skalsky;1970-01-01;[[9691, Buyer with Remy]]
4455;Aaran Thomas;1970-01-01;[[1248, Hannibal Lecter (young)]]
4456;Stephen Walters;1970-01-01;[[1248, Zigmas Milko]]
4457;Ivan Marevich;1970-01-01;[[1248, Bronys Grentz]]
4458;Helena-Lia Tachovsk;1970-01-01;[[1248, Mischa]]
4459;Colleen Rennison;1970-01-01;[[12220, Erin Jordan at ten]]
4460;Jake Sandvig;1970-01-01;[[13983, Ronney Kurtainbaum], [12220, Josh Jordan at twelve]]
4461;Casey Boersma;1970-01-01;[[8457, Chuck], [12220, Josh Jordan at two and a half]]
4462;Julie Hagerty;1955-06-15;[[9582, Dorothy], [813, Elaine], [13166, Julie Brody], [9655, Daphne], [12220, Liza]]
4463;Paul Reiser;1957-03-30;[[679, Carter J. Burke], [90, Jeffrey], [96, Det. Jeffrey Friedman], [13776, Modell], [12220, ""Dave, Ben's literary agent""], [244786, Mr. Neyman]]
4464;Red Buttons;1970-01-01;[[9289, Pvt. John Steele], [12220, Arnie Jordan]]
4465;Max Irons;1970-01-01;[[18701, Curtain Call Boy], [49730, Henry], [72710, Jared Howe], [304357, Fritz Altmann]]
4466;Boyd Holbrook;1970-01-01;[[169917, Peter Kristo], [50875, Teenage Ethan Miller], [174751, Vic Owen], [164457, Tattooed Guy], [241554, Danny Maguire], [72710, ""Kyle O'Shea""], [244772, Billy]]
4467;Stephen Rider;1970-01-01;[[72710, Seeker Reed]]
4468;Tim Daly;1956-03-01;[[8842, Gavin Reese], [10782, Styles], [13776, ""William 'Billy' Howard""]]
4469;Taye Diggs;1971-01-02;[[175528, Langston], [10782, Pike], [37964, ""Andre Romulus 'Dre' Ellis""], [1574, Bandleader], [43935, Vargus], [7299, Brandt], [11377, Eddie Baker], [33644, Winston Shakespeare], [13411, Sean], [1833, Benjamin Coffin III], [16162, Harper Stewart], [146304, Harper Stewart], [1619, Jeffers], [16158, Roland]]
4470;Anjelica Huston;1951-07-08;[[40807, Diane Lerner], [9573, Dr. Bonnie Fox], [9464, Jan Brown], [13973, Ida J. Mancini], [9454, Baroness Rodmilla De Ghent], [5126, Mimi], [2907, Morticia Addams], [73937, Annie Auklet], [10179, Maida], [421, Eleanor Zissou], [63020, Carmela Perez], [11027, Madge], [9428, Etheline Tenenbaum]]
4471;Wanda De Jesus;1970-01-01;[[9573, Graciella Rivers], [263503, Officer Siler]]
4472;Tina Lifford;1970-01-01;[[9573, Detective Jaye Winston]]
4473;Paul Rodrguez;1984-12-31;[[14405, Chico (voice)], [9573, Detective Ronaldo Arrango], [9290, Diego], [170480, Ernesto], [45767, Eddie Martinez], [68202, Camacho]]
4474;Mason Lucero;1970-01-01;[[9573, Raymond Torres]]
4475;Rick Hoffman;1970-06-12;[[9573, James Lockridge], [250184, Armando]]
4476;Michel Voletti;1970-01-01;[[4959, Viktor Haas]]
4477;Patrick Baladi;1970-01-01;[[4959, Martin White]]
4478;Jay Villiers;1970-01-01;[[4959, Francis Ehames], [14324, Bernardo]]
4479;Georges Corraface;1970-01-01;[[10061, Cuervo Jones]]
4480;Michelle Forbes;1965-01-08;[[10061, Brazen]]
4481;Valeria Golino;1965-10-22;[[10061, Taslima], [5, Athena], [451, Terri], [380, Susanna]]
4482;A. J. Langer;1970-01-01;[[10061, Utopia], [40688, Lt. Jesse Ryan]]
4483;Eli Marienthal;1986-03-06;[[118452, Adrian], [14662, Rickey Abromowitz], [10386, Hogarth Hughes (voice)]]
4484;Harry Connick Jr.;1970-01-01;[[1710, Doryll Lee Cullum], [62837, Dr. Clay Haskett], [227735, Dr. Clay Haskett], [9715, Justin Matisse], [17908, Narrator], [14536, Ted Mitchell], [6023, Daniel], [10386, Dean McCoppin (voice)]]
4485;James Gammon;1970-01-01;[[9942, Lou Brown], [218500, Sheriff Frank Fly], [8843, Teddy Lee], [18357, Big Al (voice)], [10386, Foreman Marv Loach / Floyd Turbeaux (voice)]]
4486;Jack Angel;1970-01-01;[[10386, Additional Voices]]
4487;Seu Jorge;1970-06-08;[[598, Man Galinha], [29262, Massu (1910-1919)], [421, Pel dos Santos]]
4488;Mahershala Ali;1974-02-16;[[316152, Moses Washington], [385736, Marlon], [97367, Kofi Kancam]]
4489;Jacob Lofland;1970-01-01;[[316152, Daniel], [103731, Neckbone]]
4490;Sean Bridgers;1970-01-01;[[316152, Sumrall], [264644, Old Nick], [239571, Tommy Cole]]
4491;Jane McNeill;1970-01-01;[[316152, Miss Ellie]]
4492;Gary Grubbs;1949-11-14;[[18828, Timothy Jarret McReady], [316152, Prosecuting Attorney], [218043, Dennis], [227719, Dr. Lu], [2900, NASA Director]]
4493;Christopher Berry;1970-01-01;[[316152, Jasper]]
4494;Cleo King;1962-08-21;[[11615, Barbara Kreuster]]
4495;Lee Ritchey;1970-01-01;[[11615, Joe Mullarkey]]
4496;Brandy Little;1970-01-01;[[11615, Motel Waitress]]
4497;Paula Garcs;1974-03-20;[[15028, Francesca], [11282, Maria], [13498, Teresa], [278348, Drina]]
4498;Monica Keena;1979-05-25;[[13072, Amy], [6466, Lori Campbell], [13498, Evie], [9092, ""Lilliana 'Lilly' Hoffman""]]
4499;Beau Knapp;1970-01-01;[[241554, Kenan Boyle], [307081, Jon Jon], [328425, Detective Walker], [242095, Jonah Breck]]
4500;Sinad Cusack;1970-01-01;[[2252, Helen]]
4501;Jerzy Skolimowski;1970-01-01;[[2252, Stepan]]
4502;Josef Altin;1970-01-01;[[2252, Ekren]]
4503;Mina E. Mina;1970-01-01;[[2252, Azim]]
4504;Aleksander Mikic;1970-01-01;[[2252, Soyka]]
4505;Chris Taloa;1970-01-01;[[9266, Drew], [11968, Quinn]]
4506;Dwayne Adway;1970-01-01;[[11968, Roy]]
4507;Tyson Beckford;1970-12-19;[[11968, Primo]]
4508;Faye Dunaway;1941-01-14;[[8744, Janet Boudreaux], [1909, Marilyn Mickler], [15660, Joan Crawford], [10774, Diana Christensen], [10047, Yolande of Aragon], [913, The Psychiatrist], [110683, Lady Barbara Skelton], [19457, Kitty Olchin]]
4509;Rab Affleck;1970-01-01;[[10047, Comrade]]
4510;Stphane Algoud;1970-01-01;[[10047, Look Out]]
4511;Edwin Apps;1970-01-01;[[10047, Bishop]]
4512;David Bailie;1970-01-01;[[10047, English Judge]]
4513;Rasmus Hardiker;1970-01-01;[[38319, Courtney]]
4514;Simon Farnaby;1970-01-01;[[38319, Manious the Bold]]
4515;Taylor Geare;1970-01-01;[[7445, Maggie Cahill], [69668, Trish]]
4516;Claire Geare;1970-01-01;[[69668, Dee Dee], [173931, Biggie (voice)], [192141, Beeze Dwyer]]
4517;Rachel G. Fox;1970-01-01;[[69668, Chloe Patterson]]
4518;Milton Davis Jr.;1970-01-01;[[9770, The Kids]]
4519;Brian Haley;1963-02-12;[[11212, Veeko], [13223, Mitch Kowalski]]
4520;William Holmes;1970-01-01;[[11212, Cop #2], [34086, Dumb Guy #1]]
4521;Anna Levine;1970-01-01;[[11212, Mrs. McCray], [9737, Francine], [10132, Denise], [9495, Darla], [33, Delilah Fitzgerald]]
4522;Roy Dotrice;1970-01-01;[[279, Leopold Mozart], [10533, Rev. Thomas Cheever]]
4523;Larissa Laskin;1970-01-01;[[8470, Dr. Ellen Klein], [10533, Goody Mortimer]]
4524;Amy Wright;1970-01-01;[[11778, Bridesmaid], [10533, Goody Gotwick]]
4525;Brooke Smith;1967-05-22;[[38363, Diana], [22479, Babe Flynn], [130150, Evelyn], [274, Catherine Martin]]
4526;Anand Tiwari;1970-01-01;[[38363, Hafiz], [37737, Robin]]
4527;Jessica Hecht;1965-06-28;[[38363, Sue], [9675, Victoria]]
4528;Norbert Leo Butz;1970-01-01;[[38363, Steve], [50875, Pastor Bill]]
4529;Rebecca Rigg;1970-01-01;[[38363, Lisa]]
4530;Mo'Nique;1970-01-01;[[47816, Dahlia], [16161, Patrice], [9923, Lateesha Rodriguez], [30139, Jazmin Biltmore], [25793, Mary], [12657, Jamiqua], [25462, Diedre], [13490, Betty]]
4531;Riz Abbasi;1970-01-01;[[9923, Alf]]
4532;Brian Austin Green;1973-07-15;[[9923, Himself], [14156, Holden]]
4533;Macy Gray;1969-09-06;[[9923, Lashandra Davis], [44944, Rose], [13816, Taffy]]
4534;Shondrella Avery;1970-01-01;[[9923, Lashindra Davis], [77016, Bonita], [8193, LaFawnduh]]
4535;Ian Ziering;1964-03-30;[[9923, Himself], [205321, Fin Shepard]]
4536;Chazz Palminteri;1952-05-15;[[9535, Primo Sidone], [11382, Cheech], [16300, King], [47502, Tony], [292481, Babe Ruth (voice)], [10982, Woolworth (voice)], [11863, Matt Gavin], [294600, Ben Rose], [276907, Angelo Bruno], [14293, Joe], [7304, Detective Rydell], [112937, Marvin Milkshake], [63020, Lt. John Pirelli], [629, US Customs Agent Dave Kujan]]
4537;Angie Everhart;1969-09-07;[[11863, Patrice Jacinto]]
4538;David Hunt;1970-01-01;[[11863, Pat Callendar]]
4539;Kevin Tighe;1944-08-13;[[11863, D.A. Arnold Clifford], [14435, Ben Foley], [10135, Tilghman], [1587, Ken Carver]]
4540;Kyra Sedgwick;1965-08-19;[[2604, Donna], [61337, Felicia Potter], [18501, Gina Parker Smith], [49527, Suzie Morales], [9294, Lace Pennamin], [13156, Mae], [13680, Stella Peck], [77883, Stephanie]]
4541;Milo Ventimiglia;1977-07-08;[[4597, Eckehart], [10012, Bo], [18501, Rick Rape], [215211, Rupert Allan], [12192, Ted Grey], [1246, Rocky Jr.], [10069, Loomis Crowley], [38541, Josh], [323967, Vince], [265208, Danny DeMarco]]
4542;Aaron Yoo;1979-05-12;[[8065, Choi], [234212, Donnie], [8271, Ronnie], [18501, Humanez Dude], [12182, Thom], [39037, Steve-O], [13990, Justin]]
4543;Alden Ehrenreich;1970-01-01;[[109491, Ethan Wate], [160588, Danny Francis], [270487, Hobie Doyle], [86825, Whip Taylor], [78381, Flamingo]]
4544;Margo Martindale;1951-07-18;[[152737, Mattie Fae Aiken], [109491, Delphine Duchannes], [61337, ""Constance 'Connie' Potter""], [687, Sister Colleen], [18126, Ruby], [9819, Dr. Charlotte], [70, Earline Fitzgerald], [21208, Dr. Browning], [39486, Miss Ham], [323676, Sister Aluminata], [6575, Ma Cox]]
4545;Zoey Deutch;1994-11-10;[[109491, Emily Asher], [291870, Shadia]]
4546;Jon Stewart;1962-11-28;[[9032, Kevin Gerrity], [9275, Marion Frank Stokes], [24432, Zeebad], [35199, Himself]]
4547;Pam Ferris;1948-05-11;[[9275, Tommy Cotter], [70436, Mrs. Bradley]]
4548;Harvey Fierstein;1954-06-06;[[9275, Merv Green], [7288, Kenneth], [788, Uncle Frank Hillard], [16155, Leo]]
4549;Kyle Mooney;1984-09-04;[[329833, Don Atari]]
4550;Sara Foster;1981-02-05;[[540, Amy Bradshaw], [12634, Nancy Hayes], [17334, Emory Banks]]
4551;Andrew Wilson;1964-08-22;[[13685, Future Man], [12634, Ned Coleman]]
4552;Amber Heard;1986-04-22;[[192102, Vivi Delay], [9022, Mandy Lane], [47327, Piper], [106747, Miss San Antonio], [264999, Zoe], [8456, Baja Miller], [9701, Young Josey Aimes], [10189, Angie Anderson], [17436, Christie], [41479, Jenn Jones], [19904, Kelly Porter], [19908, 406]]
4553;Charlotte Ross;1968-01-21;[[47327, Candy]]
4554;Christa Campbell;1970-01-01;[[262543, ROC Technician], [47327, Mona], [204082, Lydia], [153795, Dana], [87567, Kim], [27582, Kelly]]
4555;Todd Farmer;1970-01-01;[[175291, Security Guard], [47327, Frank], [11470, Dallas]]
4556;Kristin Kreuk;1982-12-30;[[14608, Naseem Khan], [15268, Chun-Li]]
4557;Robin Shou;1960-07-17;[[9312, Liu Kang], [9823, Liu Kang], [15268, Gen]]
4558;Josie Ho;1970-01-01;[[13807, Jin], [15268, Cantana]]
4559;James Morrison;1970-01-01;[[45138, Joby Cuda], [10796, ""LAPD Officer Bobby Aldrich / 'A' World Inmate #1""]]
4560;Dylan Bruno;1970-01-01;[[260346, Smith], [10796, Yates], [7341, Mark Bing], [10564, Willy Jack Pickens]]
4561;Richard Steinmetz;1970-01-01;[[10796, ""D'Antoni""]]
4562;Steve Rankin;1970-01-01;[[10796, MVA Supervisor]]
4563;Tucker Smallwood;1970-01-01;[[10796, Prison Warden]]
4564;Harriet Sansom Harris;1970-01-01;[[77, Mrs. Jankis], [10796, Nurse Besson]]
4565;Andrew Dice Clay;1957-09-29;[[160588, Augie], [27455, El Dorado Ron], [9548, Ford Fairlane]]
