ID;Name;Birthday;Films
901;Tomas Alfredson;1970-01-01;[49517]
902;John Duigan;1970-01-01;[44857]
903;Colin Higgins;1970-01-01;[16363]
904;Jim Sonzero;1970-01-01;[9682]
905;Penelope Spheeris;1945-12-02;[8872]
906;Jeff Tremaine;1966-09-04;[208134, 16290, 12094, 9012]
907;Jeannot Szwarc;1970-01-01;[579, 16633]
908;Steve McQueen;1930-03-24;[76203, 76025]
909;Thea Sharrock;1970-01-01;[296096]
910;Scott Moore;1970-01-01;[107811, 376659]
911;Donovan Cook;1970-01-01;[16690]
912;Ava DuVernay;1972-08-24;[83588, 273895]
913;Steve Trenbirth;1970-01-01;[14873]
914;Mennan Yapo;1970-01-01;[9963]
915;Jun Falkenstein;1970-01-01;[15655]
916;Tom McCarthy;1970-01-01;[314365, 2056]
917;Takashi Shimizu;1970-01-01;[1970, 1975]
918;Gary Nelson;1970-01-01;[9570]
919;Anton Corbijn;1970-01-01;[157849, 5708, 27579]
920;Gregory Nava;1970-01-01;[16052]
921;John Patrick Shanley;1970-01-01;[14359]
922;Joshua Logan;1970-01-01;[20391]
923;Steve Beck;1970-01-01;[9645, 9378]
924;Todd Strauss-Schulson;1970-01-01;[55465]
925;John McNaughton;1970-01-01;[617]
926;Nelson McCormick;1970-01-01;[8617, 19904]
927;Eric Valette;1970-01-01;[6933, 69270]
928;Andrew Fleming;1970-01-01;[16406, 12621, 14043, 9100]
929;Peter Spierig;1970-01-01;[19901]
930;Jim Field Smith;1970-01-01;[34016]
931;Thomas Bezucha;1970-01-01;[59860, 9043]
932;William Brent Bell;1970-01-01;[10069, 321258, 76487]
933;Anthony Bell;1970-01-01;[12819]
934;Jessica Bendinger;1970-01-01;[10115]
935;Ariel Schulman;1970-01-01;[328387, 72571, 82990]
936;Ed Harris;1961-08-24;[12690, 12509]
937;Alfred Hitchcock;1899-08-13;[5854, 573, 539, 223, 4174, 11219, 2370, 5780]
938;Shana Feste;1970-01-01;[45272, 226857, 32395]
939;Steve Rash;1970-01-01;[19489, 47941]
940;Mike Binder;1958-06-02;[253331, 2355, 11354]
941;Michael J. Bassett;1970-01-01;[61012]
942;Frank Nissen;1970-01-01;[13682]
943;Stephen Chow;1962-06-22;[13688, 9470, 11770]
944;Peter Hastings;1970-01-01;[18357]
945;Paul Abascal;1970-01-01;[15644]
946;Chris Koch;1970-01-01;[9582, 15489]
947;Amy Heckerling;1954-05-07;[9603, 13342, 10642, 73935]
948;Michael Moore;1954-04-23;[1430, 22074, 1777, 1779, 2359, 13516]
949;George Stevens;1970-01-01;[2428]
950;Billy Ray;1961-08-25;[290751, 13537]
951;Mark Mylod;1970-01-01;[63492]
952;James Mather;1970-01-01;[81796]
953;Michael O. Sajbel;1970-01-01;[15005, 14624]
954;Charles T. Kanganis;1970-01-01;[18885]
955;Damon Santostefano;1970-01-01;[10563]
956;Bob Clark;1970-01-01;[850, 22345, 10246, 31117]
957;Jean Duval;1970-01-01;[24432]
958;Benson Lee;1970-01-01;[109417]
959;Glen Morgan;1970-01-01;[9656, 10929]
960;Mike Leigh;1970-01-01;[12454, 44009, 245700, 46435, 11109]
961;Alejandro Monteverde;1970-01-01;[12586, 256962]
962;Jonathan Glazer;1970-01-01;[10740, 11826, 97370]
963;J.C. Chandor;1970-01-01;[241239, 152747, 50839]
964;Paul Gross;1970-01-01;[34341, 14582]
965;Marc Abraham;1970-01-01;[14914]
966;Todd Haynes;1970-01-01;[10712, 3902, 1808]
967;Mabrouk El Mechri;1970-01-01;[77948]
968;Charlie Kaufman;1958-11-19;[4960]
969;Nancy Walker;1970-01-01;[40932]
970;Angelo Pizzo;1970-01-01;[334531]
971;Matthew Diamond;1970-01-01;[112937]
972;Katsuhiro ?tomo;1970-01-01;[149, 8953]
973;David Anspaugh;1970-01-01;[29078]
974;Andrew Jarecki;1970-01-01;[46503]
975;Daniel Algrant;1970-01-01;[11458]
976;Mike Barker;1970-01-01;[13250]
977;Wayne Thornley;1970-01-01;[133931]
978;Gnana Rajasekaran;1970-01-01;[280871]
979;Tom Walsh;1970-01-01;[239897]
980;Jonathan Jakubowicz;1970-01-01;[184341]
981;Scott Walker;1970-01-01;[199373]
982;Mark Rosman;1970-01-01;[11247, 15648]
983;Rob Hawk;1970-01-01;[385383]
984;Britt Allcroft;1970-01-01;[16110]
985;Alan Yuen;1970-01-01;[244114]
986;Brian Percival;1970-01-01;[203833]
987;Anand Tucker;1970-01-01;[25195, 2610, 45791]
988;Anthony Mann;1970-01-01;[11620, 17277]
989;Michael Dowse;1970-01-01;[12109, 50725]
990;Daniel Barnz;1970-01-01;[38117, 82631]
991;Emile Ardolino;1970-01-01;[73191]
992;Robert Altman;1925-02-20;[9526, 5279, 22479]
993;James Schamus;1970-01-01;[340611]
994;Andrew Douglas;1970-01-01;[10065]
995;Matthew Robinson;1970-01-01;[23082]
996;Vic Armstrong;1970-01-01;[218043]
997;Terry Zwigoff;1970-01-01;[10147, 1548]
998;Audrey Wells;1970-01-01;[10934]
999;Rick Friedberg;1970-01-01;[10535]
1000;Sean McNamara;1970-01-01;[14024, 43959]
1001;Jody Hill;1976-10-15;[16991]
1002;Richard Fleischer;1970-01-01;[173, 9610, 9626]
1003;Brandon Camp;1970-01-01;[25643]
1004;Kevin Tancharoen;1970-01-01;[28665, 67675]
1005;Nicholas Hytner;1970-01-01;[10560, 8618, 17127]
1006;Peter Merwin;1970-01-01;[20483]
1007;William A. Fraker;1970-01-01;[38665]
1008;John Boorman;1970-01-01;[11586, 26039, 2575]
1009;Courtney Solomon;1970-01-01;[10008, 146227]
1010;Jeff Kanew;1970-01-01;[22102]
1011;Istvn Szab;1970-01-01;[18701]
1012;Matthew Robbins;1970-01-01;[848]
1013;Hal Needham;1931-03-06;[27380]
1014;Jeff Nichols;1970-01-01;[245703, 103731, 12247, 64720]
1015;Jonathan Teplitzky;1970-01-01;[127560]
1016;Michael Haneke;1970-01-01;[86837, 8461, 37903]
1017;Zack Ward;1970-01-01;[396152]
1018;Mike Marvin;1970-01-01;[10017]
1019;Gregor Jordan;1970-01-01;[9104, 17436]
1020;Olivier Assayas;1970-01-01;[43434, 39851]
1021;Tran Anh Hung;1970-01-01;[31166]
1022;Lance Hool;1970-01-01;[69848]
1023;Christian Volckman;1970-01-01;[9389]
1024;Rodrigo Corts;1970-01-01;[26388, 75638]
1025;David Hayter;1969-02-06;[290555]
1026;Tony Leech;1970-01-01;[10982]
1027;Terry George;1970-01-01;[205]
1028;Xavier Gens;1970-01-01;[1620, 38541]
1029;Kasi Lemmons;1970-01-01;[175541, 45153, 25208]
1030;Brian A Miller;1970-01-01;[241254]
1031;Matt Dillon;1964-02-18;[31932]
1032;George Cukor;1970-01-01;[11113]
1033;John Robert Hoffman;1970-01-01;[21765]
1034;Kevin Greutert;1970-01-01;[22804, 41439]
1035;John Fortenberry;1970-01-01;[9429]
1036;Erik White;1970-01-01;[41382]
1037;Christian Robinson;1970-01-01;[13960]
1038;Jason Moore;1970-01-01;[114150]
1039;Robert Harmon;1970-01-01;[10413, 16028]
1040;Trent Cooper;1970-01-01;[15639]
1041;Gary Halvorson;1970-01-01;[16112]
1042;Guy Green;1970-01-01;[27759]
1043;Fede Alvarez;1970-01-01;[109428]
1044;Sidney J. Furie;1970-01-01;[11411]
1045;Ian Iqbal Rashid;1970-01-01;[16988]
1046;Wayne Kramer;1970-01-01;[7304, 10744]
1047;Rowdy Herrington;1970-01-01;[24747, 10135]
1048;Jim Goddard;1970-01-01;[58048]
1049;Noel Marshall;1970-01-01;[2989]
1050;Andrea Di Stefano;1970-01-01;[255343]
1051;Arthur Qwak;1970-01-01;[10800]
1052;Jack Smight;1970-01-01;[25763, 26268]
1053;Todd Lincoln;1970-01-01;[79694]
1054;Howard Zieff;1970-01-01;[4032, 10765]
1055;Steven Shainberg;1970-01-01;[18615, 11013]
1056;Julian Jarrold;1970-01-01;[2977, 291081]
1057;Joe Nussbaum;1970-01-01;[51588, 9893, 10760]
1058;Vadim Perelman;1970-01-01;[11093, 13079]
1059;Michel Hazanavicius;1970-01-01;[74643]
1060;Cyrus Nowrasteh;1970-01-01;[318850]
1061;Perry Andelin Blake;1970-01-01;[13908]
1062;Christian E. Christiansen;1970-01-01;[49950]
1063;Sheldon Lettich;1970-01-01;[9594, 15797]
1064;Diane English;1970-01-01;[13972]
1065;Peter Flinth;1970-01-01;[13491]
1066;Robert Iscove;1970-01-01;[10571, 31246, 10314]
1067;Peter Kosminsky;1970-01-01;[10994]
1068;Nick Gomez;1970-01-01;[25166]
1069;Allen Coulter;1970-01-01;[23169]
1070;Clare Kilner;1970-01-01;[17403, 6961]
1071;Josef Rusnak;1970-01-01;[1090]
1072;Lance Rivera;1970-01-01;[18475]
1073;Ronald Neame;1970-01-01;[40160]
1074;Bruce Paltrow;1943-11-26;[18074]
1075;Adam Rifkin;1970-01-01;[9781, 176074]
1076;Susanne Bier;1970-01-01;[3877]
1077;Kenneth Johnson;1970-01-01;[8854]
1078;James Ivory;1928-06-07;[11257, 8293, 87729, 26371, 42819, 1245, 18840]
1079;Jessy Terrero;1975-07-03;[12657]
1080;Nicolas Guy;1970-01-01;[8265]
1081;Vicente Amorim;1970-01-01;[12410]
1082;Gaspar No;1970-01-01;[34647, 979]
1083;Jrme Salle;1970-01-01;[185567]
1084;Tommy Lee Jones;1946-09-15;[264656, 8053]
1085;Jesse Vaughan;1970-01-01;[35696]
1086;William Bindley;1970-01-01;[38717]
1087;Wayne Beach;1970-01-01;[18777]
1088;Grard Krawczyk;1970-01-01;[2110]
1089;Udayan Prasad;1970-01-01;[22556]
1090;Yoon Je-kyoon;1970-01-01;[33196]
1091;Morten Tyldum;1970-01-01;[70670, 205596]
1092;Andy Muschietti;1970-01-01;[132232]
1093;Gillian Armstrong;1970-01-01;[9587, 39780]
1094;James Watkins;1970-01-01;[13510, 65086]
1095;Jim Fall;1970-01-01;[18736]
1096;Ric Roman Waugh;1970-01-01;[134411]
1097;Michael Dougherty;1970-01-01;[287903]
1098;Joel Gallen;1970-01-01;[11397]
1099;James Marsh;1970-01-01;[14048, 266856]
1100;Matt Williams;1964-11-02;[10564]
1101;Rob Zombie;1965-01-12;[24150, 2662, 1696, 104755]
1102;Dennis Iliadis;1970-01-01;[18405]
1103;Rick Rosenthal;1970-01-01;[11442]
1104;Denzel Washington;1954-12-28;[13435, 14047]
1105;Nicolas Winding Refn;1970-09-29;[18533, 64690, 77987, 301365]
1106;Sara Sugarman;1970-01-01;[11132]
1107;Juan Carlos Fresnadillo;1970-01-01;[1562]
1108;Gina Prince-Bythewood;1969-06-10;[241771, 14736, 12837]
1109;Phil Traill;1970-01-01;[23706]
1110;Joe Berlinger;1970-01-01;[11531]
1111;Elizabeth Allen Rosenbaum;1970-01-01;[14191, 38843]
1112;Michael Mayer;1970-01-01;[18923, 14012]
1113;Martin Weisz;1970-01-01;[9793]
1114;John Ottman;1970-01-01;[12212]
1115;John Bonito;1970-01-01;[8975]
1116;Peter Atencio;1970-01-01;[342521]
1117;David Nutter;1970-01-01;[9424]
1118;Derek Cianfrance;1970-01-01;[46705, 97367]
1119;Stephan Elliott;1970-01-01;[16899, 18681]
1120;Mark L. Lester;1970-01-01;[11564, 10999, 11495, 13154]
1121;Tom Green;1971-07-30;[13166]
1122;Mike Nawrocki;1970-01-01;[15173, 15511]
1123;Catherine Owens;1970-01-01;[37003]
1124;Douglas Aarniokoski;1970-01-01;[12211, 78383]
1125;Bryan Barber;1970-01-01;[13816]
1126;Lone Scherfig;1970-01-01;[24684, 51828]
1127;Drew Barrymore;1975-02-22;[22798]
1128;David Levien;1970-01-01;[7501, 36691]
1129;James Foley;1970-01-01;[10743, 9504, 9455]
1130;Albert Brooks;1947-07-22;[37718]
1131;Steve Gomer;1970-01-01;[17644]
1132;RZA;1970-01-01;[97430]
1133;Mark Piznarski;1970-01-01;[13539]
1134;Craig Brewer;1970-01-01;[7874, 10476]
1135;David Raynr;1970-01-01;[20337, 53862, 16222]
1136;Mort Nathan;1970-01-01;[9557]
1137;Dan Curtis;1970-01-01;[57943]
1138;Wil Shriner;1970-01-01;[18276]
1139;Martin McDonagh;1970-01-01;[8321, 86838]
1140;Tina Gordon Chism;1970-01-01;[72359]
1141;Peter Cattaneo;1970-01-01;[35944, 15699, 9427, 10186]
1142;Mary Lambert;1989-05-03;[8913, 36047]
1143;Peter Kassovitz;1970-01-01;[2290]
1144;Rodman Flender;1970-01-01;[6552]
1145;Katja von Garnier;1970-01-01;[10075]
1146;Mark Romanek;1970-01-01;[42188, 9357]
1147;Brad Anderson;1970-01-01;[41469, 10972, 158011, 4553, 6687]
1148;Michael Chapman;1970-01-01;[13853]
1149;Antonio Banderas;1960-08-10;[31306]
1150;Khalil Sullins;1970-01-01;[331592]
1151;Fritz Lang;1970-01-01;[19]
1152;Hou Hsiao-hsien;1970-01-01;[253450]
1153;Andrey Zvyagintsev;1970-01-01;[11190]
1154;Panna Rittikrai;1970-01-01;[16353]
1155;Ry?hei Kitamura;1970-01-01;[10185]
1156;Darrell James Roodt;1970-01-01;[75033]
1157;Dito Montiel;1970-01-01;[74536]
1158;Stefan Ruzowitzky;1970-01-01;[31668, 1698, 97614]
1159;Jake Paltrow;1975-09-26;[13501]
1160;Juraj Jakubisko;1970-01-01;[15208]
1161;Anthony Silverston;1970-01-01;[172391]
1162;Gabe Ib?ez;1970-01-01;[262543]
1163;Gerry Lively;1970-01-01;[9288]
1164;Daniele Luchetti;1970-01-01;[370980]
1165;Derek Yee Tung-Sing;1970-01-01;[20083]
1166;Julien Temple;1970-01-01;[40880]
1167;Gregory Jacobs;1970-01-01;[264999]
1168;Gilles Paquet-Brenner;1970-01-01;[53457]
1169;Peter Cousens;1970-01-01;[288980]
1170;Lars von Trier;1970-01-01;[16, 1951, 62215]
1171;John Cornell;1970-01-01;[9396]
1172;Vidhu Vinod Chopra;1952-09-05;[319910]
1173;Jamie Blanks;1970-01-01;[9877, 10984]
1174;Randal Kleiser;1970-01-01;[621, 5689, 12227]
1175;Rick Famuyiwa;1973-06-18;[37964, 308639, 34563, 16158]
1176;Alan Cohn;1970-01-01;[14557]
1177;Franco Zeffirelli;1970-01-01;[10368]
1178;Tom Holland;1967-08-25;[10585, 10280]
1179;James Isaac;1970-01-01;[11470]
1180;Emilio Estevez;1962-05-12;[10741]
1181;Josh Schwartz;1976-08-06;[82679]
1182;Julian Schnabel;1951-10-26;[549, 2013]
1183;Todd Field;1970-01-01;[1999, 1440]
1184;Davis Guggenheim;1963-11-03;[1781, 18041, 15568]
1185;Stephen Carpenter;1970-08-03;[14033]
1186;James Fargo;1970-01-01;[41317]
1187;Alain Resnais;1970-01-01;[37842]
1188;Chao-Bin Su;1970-01-01;[44092]
1189;Kenneth Lonergan;1970-01-01;[44754, 14295]
1190;Bo Zenga;1970-01-01;[23988]
1191;Oliver Hirschbiegel;1970-01-01;[613]
1192;Danny Leiner;1970-01-01;[8859, 11282]
1193;Christopher Cain;1970-01-01;[14877, 11967]
1194;Theodore Melfi;1970-01-01;[239563]
1195;Ed Decter;1970-01-01;[10985]
1196;Gene Quintano;1970-01-01;[9644]
1197;J. Mackye Gruber;1970-01-01;[1954]
1198;Preston A. Whitmore II;1970-01-01;[14351, 15250]
1199;Kirk Wong;1970-01-01;[9448]
1200;Bronwen Hughes;1970-01-01;[38223]
1201;John Lafia;1970-01-01;[11186]
1202;Sam Miller;1970-01-01;[125123, 136835]
1203;Alex Garland;1970-01-01;[264660]
1204;Mark Brown;1970-01-01;[51820, 25462]
1205;Michael Polish;1970-01-01;[343795, 351043, 32235, 5172, 33430]
1206;Daisy von Scherler Mayer;1970-01-01;[9027, 58680]
1207;Lenny Abrahamson;1970-01-01;[264644]
1208;Bob Saget;1956-05-17;[14577, 12486]
1209;John Waters;1946-04-22;[14195, 692, 11592]
1210;Craig Bolotin;1970-01-01;[19052]
1211;Mark Christopher;1970-01-01;[3682]
1212;Blair Hayes;1970-01-01;[9683]
1213;Jez Butterworth;1970-01-01;[2084]
1214;Daniela Thomas;1970-01-01;[2266]
1215;Patrice Leconte;1970-01-01;[48217]
1216;Paul Mazursky;1930-04-25;[47502]
1217;Stephen Chbosky;1970-01-01;[84892]
1218;Jon Hess;1970-01-01;[24227]
1219;Joe Cornish;1970-01-01;[59678]
1220;John H. Lee;1970-01-01;[407887]
1221;John Stainton;1970-01-01;[17043]
1222;Benedek Fliegauf;1970-01-01;[59457]
1223;Paul Schrader;1946-07-22;[18516, 14112, 6217, 297596, 36351, 109729]
1224;Stewart Hendler;1970-01-01;[26688]
1225;W.S. Van Dyke;1970-01-01;[43867]
1226;Mark Herman;1970-01-01;[8545, 14574]
1227;Abel Ferrara;1951-07-19;[21612]
1228;Ethan Maniquis;1970-01-01;[23631]
1229;George Hickenlooper;1970-01-01;[45324, 12271]
1230;Kang Je-gyu;1970-01-01;[11658]
1231;William Dear;1970-01-01;[39055, 56601]
1232;Benjamin Renner;1970-01-01;[126319]
1233;John Badham;1970-01-01;[860]
1234;Mike Judge;1962-10-17;[3179, 12569, 7512, 1542]
1235;Tamra Davis;1970-01-01;[17130, 9490]
1236;Nima Nourizadeh;1970-01-01;[57214]
1237;Franklin J. Schaffner;1970-01-01;[11202, 47890, 16241]
1238;John Erick Dowdle;1970-01-01;[256274, 44040, 192141, 13812]
1239;Xavier Palud;1970-01-01;[9030]
1240;Christopher Erskin;1970-01-01;[19084]
1241;Brian Henson;1963-11-03;[10437]
1242;Jane Lipsitz;1970-01-01;[101267]
1243;Josh Boone;1970-01-01;[222935]
1244;Jake Schreier;1970-01-01;[286565, 84329]
1245;Cheryl Dunye;1970-01-01;[26710]
1246;Ernest R. Dickerson;1970-01-01;[9059]
1247;Lionel C. Martin;1970-01-01;[28353]
1248;Wallace Wolodarsky;1970-01-01;[6020]
1249;Nicholas Jarecki;1970-01-01;[60599]
1250;Dean Israelite;1970-01-01;[227719]
1251;Darnell Martin;1970-01-01;[14299]
1252;Larry Karaszewski;1970-01-01;[19419]
1253;Stuart Gordon;1970-01-01;[18191, 12088]
1254;Christopher Guest;1948-02-05;[13370, 13785, 14799, 16448]
1255;Jane Campion;1954-04-30;[29963, 10944, 713]
1256;Fred Schepisi;1970-01-01;[14778]
1257;Antonia Bird;1970-01-01;[10212]
1258;Jon Poll;1970-01-01;[8669]
1259;Paolo Sorrentino;1970-01-01;[179144]
1260;Peter Care;1970-01-01;[16857]
1261;Park Chan-wook;1963-08-23;[670, 86825, 4550]
1262;Ira Sachs;1970-01-01;[30082, 8060]
1263;Carroll Ballard;1970-01-01;[15907, 17264]
1264;Takeshi Kitano;1970-01-01;[327]
1265;Marco Kreuzpaintner;1970-01-01;[342, 4170]
1266;Lajos Koltai;1970-01-01;[41508]
1267;Alan Rudolph;1970-01-01;[12479]
1268;Lu Chuan;1970-01-01;[21345]
1269;Lijun Sun;1970-01-01;[173931]
1270;Takashi Yamazaki;1970-01-01;[61984]
1271;Christopher Smith;1970-01-01;[5072, 26466]
1272;Timothy Hines;1970-01-01;[345003]
1273;David Winters;1970-01-01;[357837]
1274;Akira Kurosawa;1970-01-01;[13889, 346]
1275;Jamie Thraves;1970-01-01;[18530]
1276;Mabel Cheung;1970-01-01;[358451]
1277;Dan Mazer;1970-01-01;[291870]
1278;R.J. Cutler;1970-01-01;[249164]
1279;Brian Trenchard-Smith;1970-01-01;[256092, 56491]
1280;David S. Ward;1970-01-01;[9942]
1281;Rob Pritts;1970-01-01;[17708]
1282;John Crowley;1970-01-01;[167073]
1283;Emmett Malloy;1970-01-01;[14369]
1284;Dustin Hoffman;1937-08-08;[121826]
1285;Gregory Poirier;1970-01-01;[10646]
1286;Simon Curtis;1960-03-11;[75900, 304357]
1287;Dewey Nicks;1970-01-01;[20009]
1288;Philip Saville;1970-01-01;[30973]
1289;Tim Blake Nelson;1964-05-11;[11065]
1290;William A. Graham;1970-01-01;[13888]
1291;Martin Ritt;1970-01-01;[24748, 42345]
1292;John Turturro;1957-02-28;[91076, 13994]
1293;Agnieszka Holland;1970-01-01;[1590]
1294;David Hackl;1970-01-01;[244316, 11917]
1295;Giuliano Montaldo;1970-01-01;[45138]
1296;Lisa Azuelos;1970-01-01;[80271]
1297;Ray Lawrence;1970-01-01;[4657]
1298;Karan Johar;1972-05-25;[14395, 26022]
1299;Ruairi Robinson;1970-01-01;[190847]
1300;Jaume Balaguer;1970-01-01;[11056, 77495]
1301;Jon Kasdan;1970-01-01;[13067]
1302;La Pool;1970-01-01;[89750, 25379]
1303;Floyd Mutrux;1970-01-01;[88641]
1304;Sajid Khan;1970-01-01;[58051]
1305;Dean Wright;1970-01-01;[96399]
1306;Eric Lartigau;1970-01-01;[304410]
1307;Shintaro Shimosawa;1970-01-01;[373314]
1308;Darren Lynn Bousman;1970-01-01;[285743, 14353, 215, 214, 663]
1309;James DeMonaco;1970-01-01;[158015, 238636, 316727]
1310;Andrew Marton;1970-01-01;[9289]
1311;Carol Reed;1970-01-01;[17917, 40494]
1312;Chuck Sheetz;1970-01-01;[19405]
1313;George Ogilvie;1970-01-01;[9355]
1314;Marcus Raboy;1970-01-01;[10426, 25186]
1315;Leigh Whannell;1977-01-17;[280092]
1316;Michael Schultz;1938-11-10;[29463, 13938, 44634]
1317;Peter Sollett;1970-01-01;[306745, 12182, 25461]
1318;Bob Dolman;1970-01-01;[9034]
1319;Greg Coolidge;1970-01-01;[9794]
1320;David Lowery;1970-01-01;[294272]
1321;Ciaran Foy;1970-01-01;[283445]
1322;Salim Akil;1970-01-01;[57119, 88036]
1323;Olatunde Osunsanmi;1970-01-01;[22824]
1324;Leon Ichaso;1970-01-01;[39349]
1325;Joseph Zito;1970-01-01;[9730, 15983]
1326;Patricia Rozema;1970-01-01;[8359]
1327;Rob Schmidt;1970-01-01;[9902]
1328;Ben Garant;1970-01-01;[10090]
1329;Morgan Spurlock;1970-11-07;[164558, 9372, 58492]
1330;Neal Brennan;1970-01-01;[19905]
1331;Tuck Tucker;1970-01-01;[17710]
1332;Theodore Witcher;1970-01-01;[27322]
1333;Joel Edgerton;1974-06-23;[328425]
1334;Jim Hanon;1970-01-01;[14120]
1335;Michael Patrick Jann;1970-01-01;[10490]
1336;Jorma Taccone;1977-03-19;[37931]
1337;Will Graham;1970-01-01;[87818]
1338;Jeff Lowell;1970-01-01;[13160]
1339;Lorene Scafaria;1970-01-01;[88005]
1340;Marcus Dunstan;1970-01-01;[134597]
1341;Timothy Bjorklund;1970-01-01;[24034]
1342;Franois Girard;1963-01-12;[14283]
1343;Scott Kalvert;1970-01-01;[13201]
1344;Jason Bateman;1969-01-14;[209403]
1345;David Schwimmer;1966-11-02;[7942, 44945]
1346;Allan Arkush;1970-01-01;[73247]
1347;Eric Bross;1970-01-01;[34043, 78814]
1348;Dan Fogelman;1970-01-01;[256924]
1349;Mark Duplass;1976-12-07;[5759, 39053, 82532, 24055]
1350;Luca Guadagnino;1970-01-01;[41110]
1351;John Putch;1970-01-01;[134371]
1352;Peter Medak;1970-01-01;[2088]
1353;Terence Davies;1970-01-01;[25520]
1354;Harley Cokeliss;1970-01-01;[27342]
1355;Tom Brady;1977-08-03;[67911]
1356;Jason Zada;1970-01-01;[329440]
1357;Noah Baumbach;1969-09-03;[121986, 10707, 252512]
1358;Eric Blakeney;1970-01-01;[29076]
1359;Rakesh Roshan;1970-01-01;[32740]
1360;Derrick Borte;1970-01-01;[41479]
1361;Richard Kwietniowski;1970-01-01;[47452, 15394]
1362;Bob Odenkirk;1962-10-22;[9809, 10071]
1363;Joshua Seftel;1970-01-01;[13191]
1364;Vincent Gallo;1961-04-11;[9464, 12703]
1365;Claude Chabrol;1970-01-01;[10930, 64559]
1366;Jon Stewart;1962-11-28;[222649]
1367;Bigas Luna;1970-01-01;[115872]
1368;Ralph Fiennes;1962-12-22;[101173]
1369;Dan Harris;1970-01-01;[25350]
1370;Mel Smith;1970-01-01;[10034]
1371;Bobcat Goldthwait;1962-05-26;[20178]
1372;Jake Scott;1970-01-01;[31007]
1373;Alan Metter;1970-01-01;[11546]
1374;Rafa Lara;1970-01-01;[184374]
1375;Arthur Hiller;1970-01-01;[78149]
1376;Michael Meredith;1970-01-01;[24663]
1377;Julio DePietro;1970-01-01;[39037]
1378;Katherine Dieckmann;1970-01-01;[22805]
1379;Kim Farrant;1970-01-01;[245846]
1380;Scott Marshall Smith;1970-01-01;[15017]
1381;lex de la Iglesia;1970-01-01;[12245]
1382;Andrew Traucki;1970-01-01;[49787]
1383;Michael Clancy;1970-01-01;[16358]
1384;Robert Adetuyi;1970-01-01;[66767]
1385;Kari Skogland;1970-01-01;[17622]
1386;Mauricio De la Orta;1970-01-01;[283671]
1387;Benedikt Erlingsson;1970-01-01;[217708]
1388;Gurinder Chadha;1970-01-01;[455, 57825, 42057]
1389;Jason Connery;1970-01-01;[17577]
1390;Vic Sarin;1970-01-01;[37206, 14608]
1391;Jim Issa;1970-01-01;[34417]
1392;William Phillips;1970-01-01;[43090]
1393;Andy Garca;1956-04-12;[9700]
1394;Sarik Andreasyan;1970-01-01;[250066]
1395;Julian Gilbey;1970-01-01;[81390, 208869]
1396;Gary Sherman;1970-01-01;[10306]
1397;Valeri Milev;1970-01-01;[106845]
1398;Stanley Kramer;1970-01-01;[11576, 821]
1399;Pedro Almodvar;1949-09-25;[219]
1400;Gerald Potterton;1970-01-01;[11827]
1401;Anurag Basu;1970-01-01;[37737]
1402;Kriv Stenders;1970-01-01;[66125]
1403;Yash Chopra;1932-09-27;[132316, 4251]
1404;Floria Sigismondi;1970-01-01;[27586]
1405;Ferzan Ozpetek;1970-01-01;[40794]
1406;Kris Isacsson;1970-01-01;[10472]
1407;Ben Younger;1970-01-01;[14181]
1408;Daniel Taplitz;1970-01-01;[16428]
1409;Tamara Jenkins;1970-01-01;[14662, 8272]
1410;Linda Mendoza;1970-01-01;[24621]
1411;Hart Bochner;1956-10-03;[14425]
1412;Stewart Raffill;1970-01-01;[55567, 10179]
1413;Bart Freundlich;1970-01-17;[14057]
1414;Na Hong-jin;1970-01-01;[293670]
1415;Chatrichalerm Yukol;1970-01-01;[27329]
1416;Dario Argento;1940-09-07;[29514]
1417;Eric Lavaine;1970-01-01;[250349]
1418;Marc Forby;1970-01-01;[39806]
1419;Ole Christian Madsen;1970-01-01;[8883]
1420;Meiert Avis;1970-01-01;[17926]
1421;Andr Tchin;1970-01-01;[41248]
1422;Emily Young;1970-01-01;[25968]
1423;Peter Faiman;1970-01-01;[9671]
1424;Martyn Pick;1970-01-01;[52010]
1425;Roland Suso Richter;1970-01-01;[11588]
1426;Jeremy Sims;1970-01-01;[43418]
1427;Ma?wenn;1970-01-01;[71157]
1428;Joby Harold;1970-01-01;[13483]
1429;Ekachai Uekrongtham;1970-01-01;[327833]
1430;Mark Rydell;1970-01-01;[16323]
1431;David E. Talbert;1970-01-01;[175528]
1432;Roger Vadim;1970-01-01;[8069]
1433;Nils Gaup;1970-01-01;[71805]
1434;Ari Sandel;1970-01-01;[272693]
1435;Vondie Curtis-Hall;1956-09-30;[10696]
1436;Tom Elkins;1970-01-01;[150202]
1437;Kang Woo-Suk;1970-01-01;[19644]
1438;John Sayles;1970-01-01;[72913, 62676, 26748, 57022]
1439;Vipul Amrutlal Shah;1970-01-01;[20360]
1440;Ken Loach;1936-06-17;[1116]
1441;Ayan Mukherjee;1970-01-01;[185008]
1442;Sadullah entrk;1970-01-01;[11818]
1443;James Frawley;1970-01-01;[11176]
1444;Dan Gilroy;1959-06-24;[242582]
1445;Valerie Faris;1970-01-01;[773]
1446;Chris Stokes;1970-01-01;[114635, 14114]
1447;Don Siegel;1970-01-01;[10734]
1448;Martin Lawrence;1965-04-16;[28121]
1449;Masayuki Ochiai;1970-01-01;[10885]
