ID;Title;Genres;Year;Runtime;Description;Cast;Director;Writers;Producers
195589;Neighbors;['Comedy'];2014;96;A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.;[[Carla Gallo, Paula Faldt], [Christopher Mintz-Plasse, Scoonie Schofield], [Craig Roberts, Assjuice], [Dave Franco, Pete Regazolli], [Halston Sage, Brooke Shy], [Hannibal Buress, Officer Watkins], [Ike Barinholtz, Jimmy Blevins], [Rose Byrne, Kelly Radner], [Seth Rogen, Mac Radner], [Zac Efron, Teddy Sanders]];Nicholas Stoller;[["Brendan O'Brien", Writer], [Andrew J. Cohen, Writer]];[["Brendan O'Brien", Executive Producer], [Andrew J. Cohen, Executive Producer], [Brian Bell, Executive Producer], [Evan Goldberg, Producer], [James Weaver, Producer], [Joseph Drake, Executive Producer], [Nathan Kahane, Executive Producer], [Seth Rogen, Producer]]
854;The Mask;['Romance', 'Comedy', 'Unknown', 'Fantasy'];1994;101;When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.;[[Amy Yasbeck, Peggy Brandt], [Cameron Diaz, Tina Carlyle], [Jim Carrey, Stanley Ipkiss / The Mask], [Johnny Williams, Burt], [Nancy Fish, Mrs. Peenman], [Orestes Matacena, Niko], [Peter Greene, Dorian Tyrrell], [Peter Riegert, Lieutenant Mitch Kellaway], [Richard Jeni, Charlie Schumaker], [Tim Bagley, Irv]];Chuck Russell;[[Mike Werb, Screenplay]];[[Deborah Moore, Executive Producer]]
2280;Big;['Fantasy', 'Drama', 'Comedy', 'Romance', 'Unknown'];1988;104;A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?;[[Allan Wasserman, Gym Teacher], [David Moscow, Young Josh], [Elizabeth Perkins, Susan], [Jared Rushton, Billy], [John Heard, Paul], [Jon Lovitz, Scotty Brennen], [Josh Clark, Mr. Baskin], [Mercedes Ruehl, Mrs. Baskin], [Robert Loggia, MacMillan], [Tom Hanks, Joshua ""Josh"" Baskin]];Penny Marshall;[[Anne Spielberg, Screenplay], [Gary Ross, Screenplay]];[[James L. Brooks, Producer], [Robert Greenhut, Producer]]
496;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;['Comedy'];2006;82;Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.;[[Alan Keyes, Himself], [Andre Darnell Myers, Pride Dancer (uncredited)], [Bob Barr, Himself], [Carole De Saram, Herself], [David Corcoran, Himself - Fraternity Member (uncredited)], [Ken Davitian, Azamat Bagatov], [Luenell, Luenell], [Mitchell Falk, Prime Minister of Kazakhstan], [Pamela Anderson, Herself], [Sacha Baron Cohen, Borat Sagdiyev]];Larry Charles;[[Anthony Hines, Story], [Dan Mazer, Screenplay], [Peter Baynham, Story], [Sacha Baron Cohen, Story], [Todd Phillips, Story]];[[Dan Mazer, Executive Producer], [Jay Roach, Producer], [Monica Levinson, Executive Producer], [Sacha Baron Cohen, Producer]]
8835;Legally Blonde;['Comedy'];2001;96;Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.;[[Alanna Ubach, Serena], [Ali Larter, Brooke Taylor Windham], [Holland Taylor, Professor Stromwell], [Jennifer Coolidge, Paulette BonafontÇ], [Jessica Cauffiel, Margot], [Luke Wilson, Emmett Richmond], [Matthew Davis, Warner Huntington III], [Reese Witherspoon, Elle Woods], [Selma Blair, Vivian Kensington], [Victor Garber, Professor Callahan]];Robert Luketic;[[Karen McCullah Lutz, Screenplay], [Kirsten Smith, Screenplay]];[[Marc Platt, Producer], [Ric Kidney, Producer]]
157;Star Trek III: The Search for Spock;['Science Fiction', 'Action', 'Adventure', 'Thriller'];1984;105;Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.;[[Christopher Lloyd, Cmdr. Kruge], [DeForest Kelley, Dr. Leonard McCoy], [George Takei, Hikaru Sulu], [James Doohan, Montgomery Scott], [Leonard Nimoy, Capt. Spock/Elevator Voice], [Merritt Butrick, Dr. David Marcus], [Nichelle Nichols, Cmdr. Uhura], [Robin Curtis, Lt. Saavik], [Walter Koenig, Pavel Chekov], [William Shatner, Admiral James T. Kirk]];Leonard Nimoy;[];[[Harve Bennett, Producer]]
8643;The Exorcism of Emily Rose;['Unknown', 'Drama', 'Horror', 'Thriller'];2005;122;When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.;[[Campbell Scott, Ethan Thomas], [Colm Feore, Karl Gunderson], [Duncan Fraser, Dr. Cartwright], [Henry Czerny, Dr. Briggs], [Jennifer Carpenter, Emily Rose], [Kenneth Welsh, Dr. Mueller], [Laura Linney, Erin Bruner], [Mary Beth Hurt, Judge Brewster], [Shohreh Aghdashloo, Dr. Adani], [Tom Wilkinson, Father Moore]];Scott Derrickson;[[Paul Harris Boardman, Screenplay], [Scott Derrickson, Screenplay]];[[Andre Lamal, Executive Producer], [Beau Flynn, Producer], [David McIlvain, Executive Producer], [Gary Lucchesi, Producer], [Julie Yorn, Executive Producer], [Paul Harris Boardman, Producer], [Terry McKay, Executive Producer], [Tom Rosenberg, Producer], [Tripp Vinson, Producer]]
10402;Deuce Bigalow: Male Gigolo;['Comedy'];1999;88;Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.;[["Gail O'Grady", Claire], [Amy Poehler, Ruth], [Arija Bareikis, Kate], [Big Boy, Fluisa], [Eddie Griffin, Tiberius Jefferson ""T.J."" Hicks], [Jacqueline Obradors, Elaine Fowler], [Oded Fehr, Antoine Laconte], [Richard Riehle, Bob Bigalow], [Rob Schneider, Deuce Bigalow], [William Forsythe, Det. Chuck Fowler]];Mike Mitchell;[[Rob Schneider, Screenplay]];[[Adam Sandler, Producer]]
218043;Left Behind;['Thriller', 'Action', 'Science Fiction'];2014;110;A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.;[[Chad Michael Murray, Buck Williams], [Gary Grubbs, Dennis], [Jordin Sparks, Shasta Carvell], [Lea Thompson, Irene Steele], [Martin Klebba, Melvin Weir], [Nicky Whelan, Hattie Durham], [Nicolas Cage, Rayford Steele], [Quinton Aaron, Simon], [Stephanie HonorÇ, Kimmy], [William Ragsdale, Chris Smith]];Vic Armstrong;[[Jerry B. Jenkins, Writer], [John Patus, Screenplay], [Paul Lalonde, Screenplay], [Tim LaHaye, Writer]];[[Ed Clydesdale, Producer], [Michael Walker, Producer], [Paul Lalonde, Producer]]
9043;The Family Stone;['Comedy', 'Drama', 'Romance'];2005;103;An uptight, conservative, businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.;[[Brian J. White, Patrick Thomas], [Claire Danes, Julie Morton], [Craig T. Nelson, Kelly Stone], [Dermot Mulroney, Everett Stone], [Diane Keaton, Sybil Stone], [Elizabeth Reaser, ], [Luke Wilson, Ben Stone], [Rachel McAdams, Amy Stone], [Sarah Jessica Parker, Meredith Morton], [Tyrone Giordano, Thad Stone]];Thomas Bezucha;[[Thomas Bezucha, Screenplay]];[[Jennifer Ogden, Producer], [Michael London, Producer]]
21301;Barbershop 2:  Back in Business;['Comedy', 'Drama'];2004;106;The continuing adventures of the barbers at Calvin's Barbershop. Gina, a stylist at the beauty shop next door, is now trying to cut in on his buisness. Calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom &amp pop establishments with name-brand chains. The world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop.;[[Cedric the Entertainer, Eddie], [DeRay Davis, Hustle Guy], [Eve, Terri], [Ice Cube, Calvin], [Keke Palmer, "Gina's Niece"], [Kenan Thompson, Kenard], [Marcia Wright, Joyce], [Michael Ealy, Ricky], [Queen Latifah, Gina], [Sean Patrick Thomas, Jimmy]];Kevin Rodney Sullivan;[[Don D. Scott, Writer]];[]
10147;Bad Santa;['Drama', 'Comedy', 'Unknown'];2003;91;A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.;[[Bernie Mac, Gin], [Billy Bob Thornton, Willie Soke], [Brett Kelly, Thurman Merman \'The Kid""], [Cloris Leachman, Grandma], [John Ritter, Bob Chipeska], [Lauren Graham, Sue], [Lauren Tom, Lois], [Lorna Scott, Milwaukee Mother], [Octavia Spencer, Opal], [Tony Cox, Marcus Skidmore]];Terry Zwigoff;[[Glenn Ficarra, Screenplay], [John Requa, Screenplay]];[[Bob Weinstein, Producer], [Ethan Coen, Executive Producer], [Joel Coen, Producer], [John Cameron, Producer], [Sarah Aubrey, Producer]]
816;Austin Powers: International Man of Mystery;['Science Fiction', 'Comedy', 'Unknown'];1997;94;As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.;[[Charles Napier, Cmdr. Gilmour], [Elizabeth Hurley, Vanessa Kensington], [Fabiana Udenio, Alotta Fagina], [Michael York, Basil Exposition], [Mike Myers, Austin Powers / Dr. Evil], [Mimi Rogers, Mrs. Kensington], [Mindy Sterling, Frau Farbissina], [Paul Dillon, "Patty O'Brien"], [Robert Wagner, Number two], [Seth Green, Scott Evil]];Jay Roach;[[Mike Myers, Screenplay]];[[Demi Moore, Producer], [Jennifer Todd, Producer], [Suzanne Todd, Producer]]
302688;My Big Fat Greek Wedding 2;['Romance', 'Comedy', 'Unknown'];2016;94;"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""";[[Alex Wolff, Bennett], [Andrea Martin, Aunt Voula], [Elena Kampouris, Paris Miller], [Ian Gomez, Mike], [John Corbett, Ian Miller], [John Stamos, George], [Lainie Kazan, Maria], [Louis Mandylor, Nick], [Nia Vardalos, Toula Portokalos], [Rita Wilson, Anna]];Kirk Jones;[[Nia Vardalos, Writer]];[[Nia Vardalos, Executive Producer], [Paul Brooks, Executive Producer], [Rita Wilson, Producer], [Scott Niemeyer, Executive Producer], [Steven Shareshian, Executive Producer], [Tom Hanks, Producer]]
60307;Diary of a Wimpy Kid: Rodrick Rules;['Unknown', 'Comedy'];2011;99;Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.;[[Connor Fielding, Manny Heffley], [Devon Bostick, Rodrick Heffley], [Fran Kranz, Bill], [Karan Brar, Chirag], [Owen Fielding, Manny Heffley], [Peyton List, Holly Hills], [Rachael Harris, Susan Heffley], [Robert Capron, Rowley Jefferson], [Steve Zahn, Frank Heffley], [Zachary Gordon, Greg Heffley]];David Bowers;[[Gabe Sachs, Screenplay], [Jeff Judah, Screenplay]];[]
106;Predator;['Science Fiction', 'Action', 'Adventure', 'Thriller'];1987;107;Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.;[[Arnold Schwarzenegger, "Major Alan 'Dutch' Schaeffer"], [Bill Duke, "Sergeant 'Mac' Eliot"], [Carl Weathers, Major George Dillon], [Elpidia Carrillo, Anna], [Jesse Ventura, Blain], [Kevin Peter Hall, Helicopter Pilot / Predator], [R. G. Armstrong, General Phillips], [Richard Chaves, Poncho Ramirez], [Shane Black, Hawkins], [Sonny Landham, Billy]];John McTiernan;[];[[Jim Thomas, Producer], [Joel Silver, Producer], [Lawrence Gordon, Producer]]
279;Amadeus;['Drama', 'Unknown', 'Unknown'];1984;160;The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri ? now confined to an insane asylum.;[[Barbara Bryne, Mrs. Weber], [Christine Ebersole, Katerina Cavalieri], [Cynthia Nixon, Lorl], [Douglas Seale, Count Arco], [Elizabeth Berridge, Constanze Mozart], [F. Murray Abraham, Antonio Salieri], [Jeffrey Jones, Emperor Joseph II], [Roy Dotrice, Leopold Mozart], [Simon Callow, Emanuel Schikaneder], [Tom Hulce, Wolfgang Amadeus Mozart]];MiloÁ Forman;[[Peter Shaffer, Screenplay]];[[Bertil Ohlsson, Executive Producer], [Michael Hausman, Executive Producer], [Saul Zaentz, Producer]]
8617;Prom Night;['Unknown', 'Horror'];2008;88;Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.;[[Brittany Snow, Donna Keppel], [Collins Pennie, Ronnie Heflin], [Dana Davis, Lisa Hines], [Idris Elba, Detective Winn], [Jessalyn Gilsig, Aunt Karen Turner], [Jessica Stroup, Claire], [Johnathon Schaech, Richard Fenton], [Kelly Blatz, Michael], [Ming-Na Wen, Dr. Elisha Crowe], [Scott Porter, Bobby]];Nelson McCormick;[[J.S. Cardone, Screenplay]];[[Bruce Mellon, Executive Producer], [Christopher Ball, Executive Producer], [Glenn S. Gainor, Executive Producer], [J.S. Cardone, Executive Producer], [Marc Forby, Executive Producer], [Neal H. Moritz, Producer], [Toby Jaffe, Producer], [William Tyrer, Executive Producer]]
10625;Mean Girls;['Comedy'];2004;97;Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.;[[Amanda Seyfried, Karen Smith], [Amy Poehler, Mrs. George], [Ana Gasteyer, "Cady's mom"], [Jonathan Bennett, Aaron Samuels], [Lacey Chabert, Gretchen Wieners], [Lindsay Lohan, Cady Heron], [Lizzy Caplan, Janis Ian], [Rachel McAdams, Regina George], [Tim Meadows, Mr. Duvall], [Tina Fey, Ms. Norbury]];Mark Waters;[[Tina Fey, Screenplay]];[[Jill Sobel Messick, Executive Producer], [Lorne Michaels, Producer]]
10934;Under the Tuscan Sun;['Comedy', 'Drama', 'Romance'];2003;113;After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.;[[Anita Zagaria, Fiorella], [Diane Lane, Frances], [Evelina Gori, Nona Cardinale], [Kate Walsh, Grace], [Lindsay Duncan, Katherine], [Mario Monicelli, Old Man with Flowers], [Raoul Bova, Marcello], [Roberto Nobile, Placido], [Sandra Oh, Patti], [Vincent Riotta, Martini]];Audrey Wells;[[Audrey Wells, Screenplay]];[[Audrey Wells, Producer], [Edoardo Petti, Producer], [Jon Goldman, Producer], [Katie DiMento, Producer], [Laura Fattori, Executive Producer], [Mark Gill, Executive Producer], [Sandy Kroopf, Executive Producer], [Tom Sternberg, Producer]]
5279;Gosford Park;['Drama', 'Mystery', 'Thriller'];2001;137;Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.;[[Clive Owen, Robert Parks], [Eileen Atkins, Mrs. Croft], [Geraldine Somerville, Louisa Stockbridge], [Helen Mirren, Mrs. Wilson], [Jeremy Northam, Ivor Novello], [Kelly Macdonald, Mary Maceachran], [Kristin Scott Thomas, Sylvia McCordle], [Maggie Smith, Constance Trentham], [Michael Gambon, William McCordle], [Tom Hollander, Anthony Meredith]];Robert Altman;[[Julian Fellowes, Screenplay], [Robert Altman, Screenplay]];[[Bob Balaban, Producer], [David Levy, Producer], [Hannah Leader, Executive Producer], [Jane Barclay, Executive Producer], [Jane Frazer, Producer], [Joshua Astrachan, Producer], [Julian Fellowes, Producer], [Robert Altman, Producer], [Robert Jones, Executive Producer], [Sharon Harel, Executive Producer]]
10013;Peggy Sue Got Married;['Comedy', 'Drama', 'Fantasy', 'Romance'];1986;103;Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.;[["Maureen O'Sullivan", Elizabeth Alvorg], [Barbara Harris, Evelyn Kelcher], [Barry Miller, Richard Norvik], [Catherine Hicks, Carol Heath], [Helen Hunt, Beth Bodell], [Jim Carrey, Walter Getz], [Joan Allen, Maddy Nagle], [Kathleen Turner, Peggy Sue], [Nicolas Cage, Charlie Bodell], [Sofia Coppola, Nancy Kelcher]];Francis Ford Coppola;[[Arlene Sarner, Screenplay], [Jerry Leichtling, Screenplay]];[[Barrie M. Osborne, Executive Producer], [Paul R. Gurian, Producer]]
194662;Birdman;['Drama', 'Comedy'];2014;119;A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.;[["Katherine O'Sullivan", Costume Assistant], [Andrea Riseborough, Laura], [Edward Norton, Mike], [Emma Stone, Sam], [Jamahl Garrison-Lowe, Daniel (Stagehand)], [Jeremy Shamos, Ralph], [Kenny Chin, Korean Grocer], [Michael Keaton, Riggan], [Naomi Watts, Lesley], [Zach Galifianakis, Jake]];Alejandro Gonz†lez I?†rritu;[[Alejandro Gonz†lez I?†rritu, Screenplay], [Alexander Dinelaris, Screenplay], [Armando Bo, Screenplay], [Nicol†s Giacobone, Screenplay]];[[Alejandro Gonz†lez I?†rritu, Producer], [Arnon Milchan, Producer], [Christopher Woodrow, Executive Producer], [James W. Skotchdopole, Producer], [John Lesher, Producer], [Molly Conners, Executive Producer], [Sarah E. Johnson, Executive Producer]]
160588;Blue Jasmine;['Comedy', 'Drama'];2013;98;Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.;[[Alden Ehrenreich, Danny Francis], [Alec Baldwin, Hal Francis], [Andrew Dice Clay, Augie], [Bobby Cannavale, Chili], [Cate Blanchett, Jasmine Francis], [Charlie Tahan, Young Danny], [Louis C.K., Al Munsinger], [Michael Stuhlbarg, "Jasmine's boss"], [Peter Sarsgaard, Dwight Westlake], [Sally Hawkins, Ginger]];Woody Allen;[[Woody Allen, Writer]];[[Adam B. Stern, Executive Producer], [Edward Walson, Producer], [Leroy Schecter, Executive Producer], [Letty Aronson, Producer], [Stephen Tenenbaum, Producer]]
9829;United 93;['Drama', 'Unknown', 'Unknown', 'Thriller', 'Action'];2006;111;A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.;[[David Alan Basche, Todd Beamer], [Gary Commock, First Officer LeRoy Homer], [J.J. Johnson, Captain Jason Dahl], [Nancy McDoniel, Lorraine G. Bay], [Opal Alladin, CeeCee Lyles], [Polly Adams, Deborah Welsh], [Richard Bekins, William Joseph Cashman], [Starla Benford, Wanda Anita Green], [Susan Blommaert, Jane Folger], [Trish Gates, Sandra Bradshaw]];Paul Greengrass;[[Paul Greengrass, Screenplay]];[[Debra Hayward, Executive Producer], [Eric Fellner, Producer], [Kate Solomon, Producer], [Liza Chasin, Executive Producer], [Lloyd Levin, Producer], [Michael Bronner, Producer], [Paul Greengrass, Producer], [Tim Bevan, Producer]]
10028;Honey;['Romance', 'Unknown', 'Unknown'];2003;94;Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.;[[Anthony Sherwood, Mr. Daniels], [David Moscow, Michael Ellis], [Jessica Alba, Honey Daniels], [Joy Bryant, Gina], [Lonette McKee, Mrs. Daniels], [Maestro, B.B.], [Mekhi Phifer, Chaz], [Missy Elliott, Herself], [Romeo Miller, Benny], [Zachary Isaiah Williams, Raymond]];Bille Woodruff;[[Alonzo Brown, Screenplay], [Kim Watson, Screenplay]];[[Andre Harrell, Producer], [Billy Higgins, Executive Producer], [Marc Platt, Producer], [Nicole Brown, Producer]]
10535;Spy Hard;['Action', 'Comedy'];1996;81;The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.;[[Andy Griffith, General Rancor], [Barry Bostwick, Norman Coleman], [Carl Ciarfalio, Thug #1], [Charles Durning, The Director], [Leslie Nielsen, Dick Steele], [Marcia Gay Harden, Miss Cheevus], [Nicollette Sheridan, Veronique Ukrinsky], [Robert Guillaume, Agent Steve Bishop], [Stephanie Romanov, Victoria / Barbara Dahl], [Talisa Soto, Desiree More]];Rick Friedberg;[[Aaron Seltzer, Screenplay], [Dick Chudnow, Screenplay], [Jason Friedberg, Screenplay], [Rick Friedberg, Screenplay]];[[Doug Draizin, Producer], [Jeffrey Konvitz, Producer], [Leslie Nielsen, Executive Producer], [Rick Friedberg, Producer], [Robert L. Rosen, Executive Producer]]
790;The Fog;['Horror'];1980;89;Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life Rev. Malone stumbles upon a dark secret about the town's founding radio announcer Stevie witnesses a mystical fire and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.;[[Adrienne Barbeau, Stevie Wayne], [Charles Cyphers, "Dan O'Bannon"], [Hal Holbrook, Father Malone], [James Canning, Dick Baxter], [Jamie Lee Curtis, Elizabeth Solley], [Janet Leigh, Kathy Williams], [John Houseman, John Houseman], [Nancy Kyes, Sandy Fadel], [Tom Atkins, Nick Castle], [Ty Mitchell, Andy]];John Carpenter;[[Debra Hill, Screenplay], [John Carpenter, Screenplay]];[[Barry Bernardi, Producer], [Charles B. Bloch, Executive Producer], [Debra Hill, Producer], [Pegi Brotman, Producer]]
43959;Soul Surfer;['Action', 'Drama'];2011;106;Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.;[[AnnaSophia Robb, Bethany Hamilton], [Carrie Underwood, Sarah Hill], [Chris Brochu, Timmy Hamilton], [Dennis Quaid, Tom Hamilton], [Helen Hunt, Cheri Hamilton], [Jeremy Sumter, Byron], [Kevin Sorbo, Holt Blanchard], [Lorraine Nicholson, Alana Blanchard], [Ross Thomas, Noah Hamilton], [Sonya Balmores Chung, Malina Birch]];Sean McNamara;[[Deborah Schwartz, Screenplay], [Sean McNamara, Screenplay]];[]
10364;Catch-22;['Unknown', 'Comedy', 'Drama'];1970;121;"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation. Catch-22 is a parody of a ""military mentality"" and of a bureaucratic society in general.";[[Alan Arkin, Captain John Yossaria], [Anthony Perkins, Chaplain Capt. A.T. Tappman], [Art Garfunkel, Captain Nately], [Bob Newhart, Major Major], [Buck Henry, Lt. Colonel Korn (XO / Roman policeman)], [Jack Gilford, Dr. ""Doc"" Daneeka], [Martin Balsam, Colonel Cathcart (C], [Orson Welles, Brigadier General Dreedle], [Paula Prentiss, Nurse Duckett], [Richard Benjamin, Major Danby (Flight Operations Officer)]];Mike Nichols;[[Buck Henry, Screenplay]];[[John Calley, Producer], [Martin Ransohoff, Producer]]
16991;Observe and Report;['Comedy', 'Unknown', 'Drama'];2009;86;Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective, is recruited to close the case.;[[Anna Faris, Brandi], [Aziz Ansari, Saddamn], [Celia Weston, Mom], [Collette Wolfe, Nell], [Dan Bakkedahl, Mark], [Danny McBride, Caucasian Crackhead], [Jesse Plemons, Charles], [Michael Pe?a, Dennis], [Ray Liotta, Detective Harrison], [Seth Rogen, Ronnie Barnhardt]];Jody Hill;[[Jody Hill, Writer]];[]
9610;Conan the Destroyer;['Adventure', 'Fantasy', 'Action'];1984;103;Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.;[["Olivia d'Abo", Princess Jehnna], [Arnold Schwarzenegger, Conan], [Grace Jones, Zula], [Jeff Corey, Grand Vizier], [Mako, "Akiro 'The Wizard'"], [Pat Roach, Man Ape / Toth-Amon], [Sarah Douglas, Queen Taramis], [Sven-Ole Thorsen, Togra], [Tracey Walter, Malak], [Wilt Chamberlain, Bombaata]];Richard Fleischer;[[Gerry Conway, Story], [Roy Thomas, Story], [Stanley Mann, Screenplay]];[[Dino De Laurentiis, Executive Producer], [Edward R. Pressman, Producer], [Raffaella De Laurentiis, Producer], [Stephen F. Kesten, Executive Producer]]
